year,state_po,party,candidatevotes
2000,KY,republican,145052
2000,KY,democrat,4633
2000,KY,republican,10074
2000,KY,democrat,3251
2000,KY,republican,4783
2000,KY,democrat,19100
2000,KY,republican,35363
2000,KY,democrat,4349
2000,KY,republican,2029
2000,KY,democrat,3690
2000,KY,republican,6058
2000,KY,democrat,1727
2000,KY,republican,3384
2000,KY,democrat,4856
2000,KY,republican,13029
2000,KY,democrat,2258
2000,KY,republican,2969
2000,KY,democrat,836
2000,KY,republican,1893
2000,KY,democrat,1210
2000,KY,republican,3159
2000,KY,democrat,4698
2000,KY,republican,4092
2000,KY,democrat,1293
2000,KY,republican,3217
2000,KY,democrat,2678
2000,KY,republican,4795
2000,KY,democrat,2022
2000,KY,republican,2118
2000,KY,democrat,3885
2000,KY,republican,5344
2000,KY,democrat,1680
2000,KY,republican,1688
2000,KY,democrat,11412
2000,KY,republican,14745
2000,KY,democrat,1418
2000,KY,republican,3321
2000,KY,democrat,1747
2000,KY,republican,2219
2000,KY,democrat,9309
2000,KY,republican,13682
2000,KY,democrat,2603
2000,KY,republican,2785
2000,KY,democrat,2778
2000,KY,republican,3259
2000,KY,democrat,6203
2000,KY,republican,7294
2000,KY,democrat,1714
2000,KY,republican,2667
2000,KY,democrat,2178
2000,KY,republican,3572
2000,KY,democrat,3596
2000,KY,republican,5319
2000,KY,democrat,1038
2000,KY,republican,1170
2000,KY,democrat,3092
2000,KY,republican,5362
2000,KY,democrat,1318
2000,KY,republican,2476
2000,KY,democrat,1158
2000,KY,republican,4377
2000,KY,democrat,3833
2000,KY,republican,4534
2000,KY,democrat,1875
2000,KY,republican,2295
2000,KY,democrat,6295
2000,KY,republican,5518
2000,KY,democrat,5481
2000,KY,republican,7714
2000,KY,democrat,994
2000,KY,republican,1613
2000,KY,democrat,3303
2000,KY,republican,5413
2000,KY,democrat,6236
2000,KY,republican,13580
2000,KY,democrat,1394
2000,KY,republican,2582
2000,KY,democrat,339
2000,KY,republican,1466
2000,KY,democrat,1670
2000,KY,republican,3044
2000,KY,democrat,5514
2000,KY,republican,5300
2000,KY,democrat,13611
2000,KY,republican,11005
2000,KY,democrat,2008
2000,KY,republican,2258
2000,KY,democrat,5415
2000,KY,republican,15845
2000,KY,democrat,341
2000,KY,republican,630
2000,KY,democrat,1174
2000,KY,republican,3992
2000,KY,democrat,3505
2000,KY,republican,3546
2000,KY,democrat,1710
2000,KY,republican,5268
2000,KY,democrat,5472
2000,KY,republican,7952
2000,KY,democrat,4435
2000,KY,republican,8068
2000,KY,democrat,2583
2000,KY,republican,3169
2000,KY,democrat,1554
2000,KY,republican,3150
2000,KY,democrat,2790
2000,KY,republican,6151
2000,KY,democrat,1496
2000,KY,republican,2646
2000,KY,democrat,2110
2000,KY,republican,3130
2000,KY,democrat,1181
2000,KY,republican,1837
2000,KY,democrat,2547
2000,KY,republican,2749
2000,KY,democrat,12180
2000,KY,republican,20235
2000,KY,democrat,1458
2000,KY,republican,3044
2000,KY,democrat,2312
2000,KY,republican,4069
2000,KY,democrat,2388
2000,KY,republican,2599
2000,KY,democrat,4101
2000,KY,republican,7502
2000,KY,democrat,1136
2000,KY,republican,1267
2000,KY,democrat,3995
2000,KY,republican,5890
2000,LA,democrat,8892
2000,LA,republican,13814
2000,LA,democrat,3914
2000,LA,republican,4035
2000,LA,democrat,13385
2000,LA,republican,16818
2000,LA,democrat,5222
2000,LA,republican,4388
2000,LA,democrat,6701
2000,LA,republican,7329
2000,LA,democrat,3958
2000,LA,republican,7862
2000,LA,democrat,3413
2000,LA,republican,3269
2000,LA,democrat,11933
2000,LA,republican,23224
2000,LA,democrat,47530
2000,LA,republican,46807
2000,LA,democrat,33919
2000,LA,republican,38086
2000,LA,democrat,1359
2000,LA,republican,2817
2000,LA,democrat,1435
2000,LA,republican,2593
2000,LA,democrat,1718
2000,LA,republican,2912
2000,LA,democrat,2721
2000,LA,republican,3384
2000,LA,democrat,3569
2000,LA,republican,4627
2000,LA,democrat,5036
2000,LA,republican,5260
2000,LA,democrat,76516
2000,LA,republican,89128
2000,LA,democrat,1876
2000,LA,republican,1280
2000,LA,democrat,3870
2000,LA,republican,4051
2000,LA,democrat,5763
2000,LA,republican,7290
2000,LA,democrat,2792
2000,LA,republican,5363
2000,LA,democrat,2099
2000,LA,republican,4784
2000,LA,democrat,11762
2000,LA,republican,17236
2000,LA,democrat,8355
2000,LA,republican,5573
2000,LA,democrat,2582
2000,LA,republican,4347
2000,LA,democrat,70411
2000,LA,republican,105003
2000,LA,democrat,5162
2000,LA,republican,6945
2000,LA,democrat,27190
2000,LA,republican,48491
2000,LA,democrat,14627
2000,LA,republican,18575
2000,LA,democrat,1397
2000,LA,republican,4564
2000,LA,democrat,6851
2000,LA,republican,9246
2000,LA,democrat,11008
2000,LA,republican,24889
2000,LA,democrat,2489
2000,LA,republican,2127
2000,LA,democrat,5289
2000,LA,republican,6641
2000,LA,democrat,6924
2000,LA,republican,7332
2000,LA,democrat,137630
2000,LA,republican,39404
2000,LA,democrat,21457
2000,LA,republican,35107
2000,LA,democrat,4425
2000,LA,republican,6302
2000,LA,democrat,5813
2000,LA,republican,4710
2000,LA,democrat,18898
2000,LA,republican,28831
2000,LA,democrat,2177
2000,LA,republican,2200
2000,LA,democrat,3282
2000,LA,republican,4895
2000,LA,democrat,2846
2000,LA,republican,5754
2000,LA,democrat,11682
2000,LA,republican,16255
2000,LA,democrat,8918
2000,LA,republican,11981
2000,LA,democrat,3059
2000,LA,republican,1965
2000,LA,democrat,6523
2000,LA,republican,3813
2000,LA,democrat,9745
2000,LA,republican,7423
2000,LA,democrat,18067
2000,LA,republican,15449
2000,LA,democrat,9853
2000,LA,republican,9961
2000,LA,democrat,9851
2000,LA,republican,11325
2000,LA,democrat,22722
2000,LA,republican,59193
2000,LA,democrat,15843
2000,LA,republican,20421
2000,LA,democrat,1580
2000,LA,republican,1330
2000,LA,democrat,14414
2000,LA,republican,21314
2000,LA,democrat,3205
2000,LA,republican,5772
2000,LA,democrat,8704
2000,LA,republican,12495
2000,LA,democrat,4655
2000,LA,republican,8794
2000,LA,democrat,7399
2000,LA,republican,8983
2000,LA,democrat,7197
2000,LA,republican,9420
2000,LA,democrat,5058
2000,LA,republican,4924
2000,LA,democrat,1319
2000,LA,republican,3220
2000,LA,democrat,2187
2000,LA,republican,2512
2000,LA,democrat,2167
2000,LA,republican,4028
2000,ME,democrat,26251
2000,ME,republican,19948
2000,ME,democrat,17196
2000,ME,republican,16555
2000,ME,democrat,74203
2000,ME,republican,58543
2000,ME,democrat,7593
2000,ME,republican,6459
2000,ME,democrat,12983
2000,ME,republican,12732
2000,ME,democrat,31198
2000,ME,republican,23967
2000,ME,democrat,9453
2000,ME,republican,8968
2000,ME,democrat,8634
2000,ME,republican,9457
2000,ME,democrat,13649
2000,ME,republican,11835
2000,ME,democrat,32868
2000,ME,republican,35620
2000,ME,democrat,3745
2000,ME,republican,4845
2000,ME,democrat,8844
2000,ME,republican,8052
2000,ME,democrat,11538
2000,ME,republican,10684
2000,ME,democrat,8477
2000,ME,republican,8689
2000,ME,democrat,6701
2000,ME,republican,7958
2000,ME,democrat,46618
2000,ME,republican,42304
2000,MD,democrat,10894
2000,MD,republican,14656
2000,MD,democrat,89624
2000,MD,republican,104209
2000,MD,democrat,160635
2000,MD,republican,133033
2000,MD,democrat,12986
2000,MD,republican,16004
2000,MD,democrat,3396
2000,MD,republican,5300
2000,MD,democrat,20146
2000,MD,republican,41742
2000,MD,democrat,12327
2000,MD,republican,15494
2000,MD,democrat,21873
2000,MD,republican,21768
2000,MD,democrat,5232
2000,MD,republican,5847
2000,MD,democrat,30725
2000,MD,republican,45350
2000,MD,democrat,2872
2000,MD,republican,7514
2000,MD,democrat,35665
2000,MD,republican,52862
2000,MD,democrat,58556
2000,MD,republican,49809
2000,MD,democrat,3627
2000,MD,republican,4155
2000,MD,democrat,232453
2000,MD,republican,124580
2000,MD,democrat,216119
2000,MD,republican,49987
2000,MD,democrat,6257
2000,MD,republican,9970
2000,MD,democrat,11912
2000,MD,republican,16856
2000,MD,democrat,3785
2000,MD,republican,3609
2000,MD,democrat,5854
2000,MD,republican,8874
2000,MD,democrat,18221
2000,MD,republican,27948
2000,MD,democrat,14469
2000,MD,republican,16338
2000,MD,democrat,9389
2000,MD,republican,10742
2000,MD,democrat,158765
2000,MD,republican,27150
2000,MA,democrat,62363
2000,MA,republican,49686
2000,MA,democrat,37934
2000,MA,republican,15805
2000,MA,democrat,136325
2000,MA,republican,62848
2000,MA,democrat,5474
2000,MA,republican,2315
2000,MA,democrat,178400
2000,MA,republican,110010
2000,MA,democrat,17945
2000,MA,republican,10176
2000,MA,democrat,100103
2000,MA,republican,59558
2000,MA,democrat,38543
2000,MA,republican,19202
2000,MA,democrat,404043
2000,MA,republican,198914
2000,MA,democrat,2874
2000,MA,republican,1624
2000,MA,democrat,188450
2000,MA,republican,107033
2000,MA,democrat,115376
2000,MA,republican,82751
2000,MA,democrat,154888
2000,MA,republican,44441
2000,MA,democrat,173769
2000,MA,republican,114139
2000,MI,democrat,2696
2000,MI,republican,3152
2000,MI,democrat,2071
2000,MI,republican,2142
2000,MI,democrat,15495
2000,MI,republican,28197
2000,MI,democrat,7053
2000,MI,republican,6769
2000,MI,democrat,4329
2000,MI,republican,6780
2000,MI,democrat,3685
2000,MI,republican,3421
2000,MI,democrat,1400
2000,MI,republican,1836
2000,MI,democrat,9769
2000,MI,republican,15716
2000,MI,democrat,28251
2000,MI,republican,22150
2000,MI,democrat,3546
2000,MI,republican,4172
2000,MI,democrat,28152
2000,MI,republican,35689
2000,MI,democrat,6691
2000,MI,republican,8743
2000,MI,democrat,27312
2000,MI,republican,26291
2000,MI,democrat,8808
2000,MI,republican,10545
2000,MI,democrat,4958
2000,MI,republican,7018
2000,MI,democrat,5484
2000,MI,republican,6815
2000,MI,democrat,6370
2000,MI,republican,7526
2000,MI,democrat,6287
2000,MI,republican,5937
2000,MI,democrat,13394
2000,MI,republican,18054
2000,MI,democrat,2790
2000,MI,republican,3345
2000,MI,democrat,7970
2000,MI,republican,8871
2000,MI,democrat,5533
2000,MI,republican,6932
2000,MI,democrat,23211
2000,MI,republican,24803
2000,MI,democrat,5451
2000,MI,republican,8602
2000,MI,democrat,119833
2000,MI,republican,66641
2000,MI,democrat,5573
2000,MI,republican,5743
2000,MI,democrat,4066
2000,MI,republican,3929
2000,MI,democrat,14371
2000,MI,republican,22358
2000,MI,democrat,6538
2000,MI,republican,8312
2000,MI,democrat,6495
2000,MI,republican,10483
2000,MI,democrat,5688
2000,MI,republican,7895
2000,MI,democrat,6899
2000,MI,republican,8911
2000,MI,democrat,69231
2000,MI,republican,47314
2000,MI,democrat,9481
2000,MI,republican,13915
2000,MI,democrat,6505
2000,MI,republican,6345
2000,MI,democrat,3014
2000,MI,republican,2967
2000,MI,democrat,10228
2000,MI,republican,10053
2000,MI,democrat,28160
2000,MI,republican,32066
2000,MI,democrat,48807
2000,MI,republican,48254
2000,MI,democrat,2774
2000,MI,republican,3842
2000,MI,democrat,95442
2000,MI,republican,148602
2000,MI,democrat,540
2000,MI,republican,740
2000,MI,democrat,2584
2000,MI,republican,1961
2000,MI,democrat,15749
2000,MI,republican,20351
2000,MI,democrat,4635
2000,MI,republican,6840
2000,MI,democrat,18365
2000,MI,republican,20681
2000,MI,democrat,28780
2000,MI,republican,44637
2000,MI,democrat,956
2000,MI,republican,1480
2000,MI,democrat,2533
2000,MI,republican,3272
2000,MI,democrat,172625
2000,MI,republican,164265
2000,MI,democrat,5639
2000,MI,republican,5401
2000,MI,democrat,15503
2000,MI,republican,12577
2000,MI,democrat,5579
2000,MI,republican,7066
2000,MI,democrat,6300
2000,MI,republican,8072
2000,MI,democrat,4597
2000,MI,republican,5529
2000,MI,democrat,15959
2000,MI,republican,21887
2000,MI,democrat,2062
2000,MI,republican,4274
2000,MI,democrat,31555
2000,MI,republican,28940
2000,MI,democrat,9627
2000,MI,republican,12696
2000,MI,democrat,2139
2000,MI,republican,2750
2000,MI,democrat,37865
2000,MI,republican,30028
2000,MI,democrat,7677
2000,MI,republican,11399
2000,MI,democrat,281201
2000,MI,republican,274319
2000,MI,democrat,4597
2000,MI,republican,5913
2000,MI,democrat,4896
2000,MI,republican,4706
2000,MI,democrat,1514
2000,MI,republican,2472
2000,MI,democrat,4006
2000,MI,republican,5680
2000,MI,democrat,1677
2000,MI,republican,2207
2000,MI,democrat,4034
2000,MI,republican,6108
2000,MI,democrat,29600
2000,MI,republican,78703
2000,MI,democrat,3242
2000,MI,republican,3660
2000,MI,democrat,6433
2000,MI,republican,6190
2000,MI,democrat,50825
2000,MI,republican,41152
2000,MI,democrat,33002
2000,MI,republican,33571
2000,MI,democrat,8574
2000,MI,republican,12906
2000,MI,democrat,7153
2000,MI,republican,10966
2000,MI,democrat,2036
2000,MI,republican,2088
2000,MI,democrat,15520
2000,MI,republican,15816
2000,MI,democrat,10845
2000,MI,republican,13213
2000,MI,democrat,13796
2000,MI,republican,14792
2000,MI,democrat,86647
2000,MI,republican,52459
2000,MI,democrat,530414
2000,MI,republican,223021
2000,MI,democrat,5326
2000,MI,republican,7215
2000,MN,democrat,3830
2000,MN,republican,3755
2000,MN,democrat,68008
2000,MN,republican,69256
2000,MN,democrat,5253
2000,MN,republican,8152
2000,MN,democrat,7301
2000,MN,republican,8346
2000,MN,democrat,6009
2000,MN,republican,7663
2000,MN,democrat,1430
2000,MN,republican,1370
2000,MN,democrat,12329
2000,MN,republican,12942
2000,MN,democrat,4650
2000,MN,republican,7370
2000,MN,democrat,8620
2000,MN,republican,5578
2000,MN,democrat,12462
2000,MN,republican,20790
2000,MN,democrat,5534
2000,MN,republican,7134
2000,MN,democrat,2952
2000,MN,republican,2977
2000,MN,democrat,9593
2000,MN,republican,10937
2000,MN,democrat,10128
2000,MN,republican,11712
2000,MN,democrat,1466
2000,MN,republican,2137
2000,MN,democrat,1171
2000,MN,republican,1295
2000,MN,democrat,2503
2000,MN,republican,3369
2000,MN,democrat,11255
2000,MN,republican,15035
2000,MN,democrat,85446
2000,MN,republican,87250
2000,MN,democrat,3370
2000,MN,republican,4213
2000,MN,democrat,6352
2000,MN,republican,9811
2000,MN,democrat,3624
2000,MN,republican,4336
2000,MN,democrat,5020
2000,MN,republican,4646
2000,MN,democrat,8514
2000,MN,republican,6843
2000,MN,democrat,9981
2000,MN,republican,10852
2000,MN,democrat,1507
2000,MN,republican,1804
2000,MN,democrat,307599
2000,MN,republican,225657
2000,MN,democrat,4502
2000,MN,republican,5077
2000,MN,democrat,3632
2000,MN,republican,5307
2000,MN,democrat,6247
2000,MN,republican,7668
2000,MN,democrat,10583
2000,MN,republican,9545
2000,MN,democrat,2364
2000,MN,republican,2773
2000,MN,democrat,2831
2000,MN,republican,3480
2000,MN,democrat,8220
2000,MN,republican,10026
2000,MN,democrat,1107
2000,MN,republican,1353
2000,MN,democrat,2903
2000,MN,republican,3523
2000,MN,democrat,2244
2000,MN,republican,1941
2000,MN,democrat,3579
2000,MN,republican,2465
2000,MN,democrat,848
2000,MN,republican,1216
2000,MN,democrat,5361
2000,MN,republican,6138
2000,MN,democrat,1590
2000,MN,republican,1513
2000,MN,democrat,4737
2000,MN,republican,6087
2000,MN,democrat,5609
2000,MN,republican,8782
2000,MN,democrat,921
2000,MN,republican,1122
2000,MN,democrat,1910
2000,MN,republican,2912
2000,MN,democrat,4166
2000,MN,republican,5686
2000,MN,democrat,4402
2000,MN,republican,5520
2000,MN,democrat,4376
2000,MN,republican,5223
2000,MN,democrat,5274
2000,MN,republican,8197
2000,MN,democrat,10693
2000,MN,republican,6873
2000,MN,democrat,2093
2000,MN,republican,2407
2000,MN,democrat,7041
2000,MN,republican,7221
2000,MN,democrat,3760
2000,MN,republican,4766
2000,MN,democrat,1575
2000,MN,republican,1808
2000,MN,democrat,25822
2000,MN,republican,30641
2000,MN,democrat,9844
2000,MN,republican,16963
2000,MN,democrat,2458
2000,MN,republican,3380
2000,MN,democrat,6148
2000,MN,republican,5854
2000,MN,democrat,1970
2000,MN,republican,2693
2000,MN,democrat,5764
2000,MN,republican,7609
2000,MN,democrat,2771
2000,MN,republican,2808
2000,MN,democrat,138470
2000,MN,republican,87669
2000,MN,democrat,830
2000,MN,republican,1090
2000,MN,democrat,2681
2000,MN,republican,4589
2000,MN,democrat,3533
2000,MN,republican,4036
2000,MN,democrat,13140
2000,MN,republican,10876
2000,MN,democrat,2081
2000,MN,republican,2772
2000,MN,democrat,2128
2000,MN,republican,4695
2000,MN,democrat,64237
2000,MN,republican,35420
2000,MN,democrat,17503
2000,MN,republican,23954
2000,MN,democrat,12109
2000,MN,republican,16813
2000,MN,democrat,2687
2000,MN,republican,4087
2000,MN,democrat,24800
2000,MN,republican,32402
2000,MN,democrat,6900
2000,MN,republican,8223
2000,MN,democrat,2434
2000,MN,republican,2831
2000,MN,democrat,2698
2000,MN,republican,2376
2000,MN,democrat,4132
2000,MN,republican,6031
2000,MN,democrat,884
2000,MN,republican,1074
2000,MN,democrat,4522
2000,MN,republican,5245
2000,MN,democrat,2251
2000,MN,republican,3733
2000,MN,democrat,3694
2000,MN,republican,4608
2000,MN,democrat,49637
2000,MN,republican,51502
2000,MN,democrat,2258
2000,MN,republican,2562
2000,MN,democrat,1046
2000,MN,republican,2032
2000,MN,democrat,11069
2000,MN,republican,10773
2000,MN,democrat,16762
2000,MN,republican,23861
2000,MN,democrat,2528
2000,MN,republican,2598
2000,MS,democrat,8065
2000,MS,republican,6691
2000,MS,democrat,5059
2000,MS,republican,7254
2000,MS,democrat,2673
2000,MS,republican,3677
2000,MS,democrat,2922
2000,MS,republican,4206
2000,MS,democrat,1886
2000,MS,republican,1561
2000,MS,democrat,8436
2000,MS,republican,4847
2000,MS,democrat,2251
2000,MS,republican,3448
2000,MS,democrat,1726
2000,MS,republican,3165
2000,MS,democrat,3519
2000,MS,republican,3549
2000,MS,democrat,1278
2000,MS,republican,2398
2000,MS,democrat,3670
2000,MS,republican,883
2000,MS,democrat,2368
2000,MS,republican,4503
2000,MS,democrat,4515
2000,MS,republican,3570
2000,MS,democrat,5662
2000,MS,republican,3695
2000,MS,democrat,4845
2000,MS,republican,5643
2000,MS,democrat,2623
2000,MS,republican,4180
2000,MS,democrat,9586
2000,MS,republican,24879
2000,MS,democrat,8500
2000,MS,republican,13281
2000,MS,democrat,1486
2000,MS,republican,2427
2000,MS,democrat,1977
2000,MS,republican,5143
2000,MS,democrat,1317
2000,MS,republican,3082
2000,MS,democrat,4163
2000,MS,republican,5129
2000,MS,democrat,4801
2000,MS,republican,9326
2000,MS,democrat,19142
2000,MS,republican,32256
2000,MS,democrat,46789
2000,MS,republican,37753
2000,MS,democrat,5447
2000,MS,republican,1937
2000,MS,democrat,2288
2000,MS,republican,1628
2000,MS,democrat,555
2000,MS,republican,366
2000,MS,democrat,2994
2000,MS,republican,5424
2000,MS,democrat,14193
2000,MS,republican,30068
2000,MS,democrat,3104
2000,MS,republican,3294
2000,MS,democrat,2786
2000,MS,republican,600
2000,MS,democrat,2835
2000,MS,republican,2437
2000,MS,democrat,7713
2000,MS,republican,16341
2000,MS,democrat,2311
2000,MS,republican,1915
2000,MS,democrat,5139
2000,MS,republican,7081
2000,MS,democrat,3478
2000,MS,republican,12795
2000,MS,democrat,8412
2000,MS,republican,17315
2000,MS,democrat,2841
2000,MS,republican,3674
2000,MS,democrat,2793
2000,MS,republican,4114
2000,MS,democrat,9142
2000,MS,republican,15551
2000,MS,democrat,6401
2000,MS,republican,4626
2000,MS,democrat,4358
2000,MS,republican,8540
2000,MS,democrat,7537
2000,MS,republican,11404
2000,MS,democrat,10416
2000,MS,republican,19109
2000,MS,democrat,4114
2000,MS,republican,6796
2000,MS,democrat,7735
2000,MS,republican,4723
2000,MS,democrat,5783
2000,MS,republican,7397
2000,MS,democrat,2187
2000,MS,republican,2630
2000,MS,democrat,2563
2000,MS,republican,6409
2000,MS,democrat,2147
2000,MS,republican,5540
2000,MS,democrat,3383
2000,MS,republican,1530
2000,MS,democrat,6443
2000,MS,republican,7959
2000,MS,democrat,5880
2000,MS,republican,5424
2000,MS,democrat,4611
2000,MS,republican,11575
2000,MS,democrat,1285
2000,MS,republican,3026
2000,MS,democrat,6544
2000,MS,republican,7464
2000,MS,democrat,2771
2000,MS,republican,6601
2000,MS,democrat,3287
2000,MS,republican,5101
2000,MS,democrat,2103
2000,MS,republican,1280
2000,MS,democrat,8050
2000,MS,republican,32983
2000,MS,democrat,3548
2000,MS,republican,5601
2000,MS,democrat,1706
2000,MS,republican,1074
2000,MS,democrat,3227
2000,MS,republican,6254
2000,MS,democrat,1620
2000,MS,republican,4838
2000,MS,democrat,1677
2000,MS,republican,3702
2000,MS,democrat,4981
2000,MS,republican,3369
2000,MS,democrat,3041
2000,MS,republican,2428
2000,MS,democrat,3441
2000,MS,republican,5148
2000,MS,democrat,2908
2000,MS,republican,5381
2000,MS,democrat,2747
2000,MS,republican,4122
2000,MS,democrat,1539
2000,MS,republican,792
2000,MS,democrat,3094
2000,MS,republican,6087
2000,MS,democrat,2356
2000,MS,republican,3476
2000,MS,democrat,7485
2000,MS,republican,10892
2000,MS,democrat,10405
2000,MS,republican,7367
2000,MS,democrat,2981
2000,MS,republican,4635
2000,MS,democrat,1426
2000,MS,republican,3069
2000,MS,democrat,2551
2000,MS,republican,1423
2000,MS,democrat,3672
2000,MS,republican,4645
2000,MS,democrat,2674
2000,MS,republican,2470
2000,MS,democrat,4997
2000,MS,republican,5254
2000,MO,democrat,4101
2000,MO,republican,6050
2000,MO,democrat,2795
2000,MO,republican,4257
2000,MO,democrat,1013
2000,MO,republican,1798
2000,MO,democrat,4551
2000,MO,republican,5256
2000,MO,democrat,4135
2000,MO,republican,7885
2000,MO,democrat,1424
2000,MO,republican,3836
2000,MO,democrat,3386
2000,MO,republican,4245
2000,MO,democrat,3150
2000,MO,republican,4218
2000,MO,democrat,1692
2000,MO,republican,3487
2000,MO,democrat,28811
2000,MO,republican,28426
2000,MO,democrat,17085
2000,MO,republican,16423
2000,MO,democrat,4996
2000,MO,republican,9111
2000,MO,democrat,1488
2000,MO,republican,2220
2000,MO,democrat,6708
2000,MO,republican,8238
2000,MO,democrat,6323
2000,MO,republican,10358
2000,MO,democrat,9334
2000,MO,republican,19832
2000,MO,democrat,1620
2000,MO,republican,2880
2000,MO,democrat,997
2000,MO,republican,1730
2000,MO,democrat,14921
2000,MO,republican,20113
2000,MO,democrat,1979
2000,MO,republican,3530
2000,MO,democrat,1792
2000,MO,republican,2300
2000,MO,democrat,7896
2000,MO,republican,14824
2000,MO,democrat,1812
2000,MO,republican,1899
2000,MO,democrat,39084
2000,MO,republican,39083
2000,MO,democrat,3994
2000,MO,republican,4323
2000,MO,democrat,12056
2000,MO,republican,20167
2000,MO,democrat,2567
2000,MO,republican,4072
2000,MO,democrat,3350
2000,MO,republican,4754
2000,MO,democrat,1193
2000,MO,republican,2468
2000,MO,democrat,2311
2000,MO,republican,3723
2000,MO,democrat,1367
2000,MO,republican,2011
2000,MO,democrat,1562
2000,MO,republican,2363
2000,MO,democrat,1839
2000,MO,republican,3996
2000,MO,democrat,1546
2000,MO,republican,3599
2000,MO,democrat,4947
2000,MO,republican,5426
2000,MO,democrat,16172
2000,MO,republican,21863
2000,MO,democrat,2257
2000,MO,republican,4190
2000,MO,democrat,1271
2000,MO,republican,1771
2000,MO,democrat,41091
2000,MO,republican,59178
2000,MO,democrat,1563
2000,MO,republican,2976
2000,MO,democrat,1328
2000,MO,republican,2552
2000,MO,democrat,4459
2000,MO,republican,5120
2000,MO,democrat,1961
2000,MO,republican,2172
2000,MO,democrat,871
2000,MO,republican,1738
2000,MO,democrat,1944
2000,MO,republican,2414
2000,MO,democrat,4641
2000,MO,republican,9018
2000,MO,democrat,2044
2000,MO,republican,2237
2000,MO,democrat,160419
2000,MO,republican,104418
2000,MO,democrat,11737
2000,MO,republican,24899
2000,MO,democrat,38616
2000,MO,republican,36766
2000,MO,democrat,6926
2000,MO,republican,9339
2000,MO,democrat,787
2000,MO,republican,1226
2000,MO,democrat,4183
2000,MO,republican,8556
2000,MO,democrat,6343
2000,MO,republican,7849
2000,MO,democrat,4235
2000,MO,republican,8305
2000,MO,democrat,2023
2000,MO,republican,2388
2000,MO,democrat,6961
2000,MO,republican,8549
2000,MO,democrat,2646
2000,MO,republican,3246
2000,MO,democrat,2425
2000,MO,republican,3709
2000,MO,democrat,1866
2000,MO,republican,4460
2000,MO,democrat,2817
2000,MO,republican,4232
2000,MO,democrat,1828
2000,MO,republican,2460
2000,MO,democrat,1554
2000,MO,republican,2216
2000,MO,democrat,4993
2000,MO,republican,6550
2000,MO,democrat,555
2000,MO,republican,1250
2000,MO,democrat,3217
2000,MO,republican,5945
2000,MO,democrat,2756
2000,MO,republican,2395
2000,MO,democrat,2176
2000,MO,republican,3764
2000,MO,democrat,1860
2000,MO,republican,2175
2000,MO,democrat,2092
2000,MO,republican,3106
2000,MO,democrat,3235
2000,MO,republican,4460
2000,MO,democrat,3738
2000,MO,republican,3416
2000,MO,democrat,6447
2000,MO,republican,14232
2000,MO,democrat,3553
2000,MO,republican,5161
2000,MO,democrat,1568
2000,MO,republican,2521
2000,MO,democrat,1938
2000,MO,republican,4154
2000,MO,democrat,1432
2000,MO,republican,2663
2000,MO,democrat,3245
2000,MO,republican,2750
2000,MO,democrat,2085
2000,MO,republican,4667
2000,MO,democrat,5855
2000,MO,republican,9533
2000,MO,democrat,6262
2000,MO,republican,9444
2000,MO,democrat,3557
2000,MO,republican,3648
2000,MO,democrat,15325
2000,MO,republican,17785
2000,MO,democrat,3606
2000,MO,republican,6430
2000,MO,democrat,3800
2000,MO,republican,6531
2000,MO,democrat,708
2000,MO,republican,1593
2000,MO,democrat,2033
2000,MO,republican,2446
2000,MO,democrat,4116
2000,MO,republican,4844
2000,MO,democrat,4970
2000,MO,republican,4517
2000,MO,democrat,1298
2000,MO,republican,1762
2000,MO,democrat,1820
2000,MO,republican,3121
2000,MO,democrat,53806
2000,MO,republican,72114
2000,MO,democrat,1866
2000,MO,republican,2731
2000,MO,democrat,3600
2000,MO,republican,3505
2000,MO,democrat,9075
2000,MO,republican,9327
2000,MO,democrat,250631
2000,MO,republican,224689
2000,MO,democrat,4585
2000,MO,republican,4572
2000,MO,democrat,808
2000,MO,republican,1159
2000,MO,democrat,790
2000,MO,republican,1335
2000,MO,democrat,6452
2000,MO,republican,8999
2000,MO,democrat,1430
2000,MO,republican,2245
2000,MO,democrat,1262
2000,MO,republican,1936
2000,MO,democrat,4476
2000,MO,republican,7727
2000,MO,democrat,4055
2000,MO,republican,7793
2000,MO,democrat,1127
2000,MO,republican,1877
2000,MO,democrat,5092
2000,MO,republican,9647
2000,MO,democrat,3486
2000,MO,republican,6136
2000,MO,democrat,3156
2000,MO,republican,4985
2000,MO,democrat,4524
2000,MO,republican,5979
2000,MO,democrat,4047
2000,MO,republican,4020
2000,MO,democrat,2387
2000,MO,republican,3346
2000,MO,democrat,4174
2000,MO,republican,7350
2000,MO,democrat,469
2000,MO,republican,651
2000,MO,democrat,2250
2000,MO,republican,5391
2000,MO,democrat,96557
2000,MO,republican,24799
2000,MT,democrat,799
2000,MT,republican,3113
2000,MT,democrat,2345
2000,MT,republican,1651
2000,MT,democrat,1246
2000,MT,republican,1410
2000,MT,democrat,462
2000,MT,republican,1488
2000,MT,democrat,1434
2000,MT,republican,3008
2000,MT,democrat,53
2000,MT,republican,573
2000,MT,democrat,13137
2000,MT,republican,18164
2000,MT,democrat,686
2000,MT,republican,2039
2000,MT,democrat,1501
2000,MT,republican,3156
2000,MT,democrat,303
2000,MT,republican,750
2000,MT,democrat,1364
2000,MT,republican,2723
