year,state_po,party,candidatevotes
2020,WI,republican,5909
2020,WI,republican,2438
2020,WI,republican,5791
2020,WI,republican,27208
2020,WI,republican,8749
2020,WI,republican,44972
2020,WI,republican,7927
2020,WI,republican,28684
2020,WI,republican,4821
2020,WI,republican,7330
2020,WI,republican,27218
2020,WI,republican,44624
2020,WI,republican,15304
2020,WI,republican,5719
2020,WI,republican,278
2020,WI,republican,134482
2020,WI,republican,13775
2020,WI,republican,16226
2020,WI,republican,13671
2020,WI,republican,58385
2020,WI,republican,33912
2020,WI,republican,2584
2020,WI,republican,12815
2020,WI,republican,16611
2020,WI,republican,19299
2020,WI,republican,5394
2020,WI,republican,54479
2020,WI,republican,4871
2020,WI,republican,37138
2020,WI,republican,5257
2020,WI,republican,32199
2020,WI,republican,17493
2020,WI,republican,5909
2020,WI,republican,15173
2020,WI,republican,37609
2020,WI,republican,7657
2020,WI,republican,8833
2020,WI,republican,8218
2020,WI,republican,9261
2020,WI,republican,33851
2020,WI,republican,6334
2020,WI,republican,60237
2020,WI,republican,159649
2020,WI,republican,18952
2020,WI,republican,9016
2020,WI,republican,47796
2020,WI,republican,24308
2020,WI,republican,10017
2020,SC,republican,8215
2020,SC,republican,51589
2020,SC,republican,835
2020,SC,republican,67565
2020,SC,republican,2417
2020,SC,republican,5492
2020,SC,republican,53194
2020,SC,republican,4305
2020,SC,republican,93297
2020,SC,republican,18043
2020,SC,republican,8660
2020,SC,republican,11297
2020,SC,republican,8361
2020,SC,republican,10440
2020,SC,republican,16832
2020,SC,republican,6582
2020,SC,republican,41913
2020,SC,republican,8184
2020,SC,republican,4625
2020,SC,republican,32615
2020,SC,republican,20487
2020,SC,republican,150021
2020,SC,republican,19431
2020,SC,republican,3906
2020,SC,republican,118821
2020,SC,republican,7078
2020,SC,republican,20471
2020,SC,republican,30312
2020,SC,republican,20004
2020,SC,republican,3008
2020,SC,republican,92817
2020,SC,republican,2958
2020,SC,republican,5711
2020,SC,republican,5044
2020,SC,republican,11443
2020,SC,republican,29698
2020,SC,republican,13603
2020,SC,republican,42907
2020,SC,republican,58313
2020,SC,republican,6210
2020,SC,republican,93560
2020,SC,republican,21000
2020,SC,republican,8183
2020,SC,republican,5532
2020,SC,republican,82727
2020,SC,republican,57397
2020,SC,democrat,4101
2020,SC,democrat,32275
2020,SC,democrat,2718
2020,SC,democrat,27169
2020,SC,democrat,4010
2020,SC,democrat,4720
2020,SC,democrat,43419
2020,SC,democrat,3905
2020,SC,democrat,121485
2020,SC,democrat,6983
2020,SC,democrat,6941
2020,SC,democrat,7431
2020,SC,democrat,8250
2020,SC,democrat,8602
2020,SC,democrat,15220
2020,SC,democrat,6436
2020,SC,democrat,33824
2020,SC,democrat,4953
2020,SC,democrat,7382
2020,SC,democrat,31153
2020,SC,democrat,15822
2020,SC,democrat,103030
2020,SC,democrat,12145
2020,SC,democrat,5323
2020,SC,democrat,59180
2020,SC,democrat,7185
2020,SC,democrat,12699
2020,SC,democrat,18937
2020,SC,democrat,10159
2020,SC,democrat,5329
2020,SC,democrat,49301
2020,SC,democrat,2687
2020,SC,democrat,8872
2020,SC,democrat,6290
2020,SC,democrat,6958
2020,SC,democrat,10414
2020,SC,democrat,27295
2020,SC,democrat,13645
2020,SC,democrat,132570
2020,SC,democrat,2963
2020,SC,democrat,52926
2020,SC,democrat,27379
2020,SC,democrat,4935
2020,SC,democrat,10289
2020,SC,democrat,59008
2020,SC,democrat,45223
2020,MS,republican,5696
2020,MS,republican,12818
2020,MS,republican,4503
2020,MS,republican,5178
2020,MS,republican,2570
2020,MS,republican,4671
2020,MS,republican,4625
2020,MS,republican,3924
2020,MS,republican,4175
2020,MS,republican,3001
2020,MS,republican,603
2020,MS,republican,5417
2020,MS,republican,4181
2020,MS,republican,2375
2020,MS,republican,6250
2020,MS,republican,5854
2020,MS,republican,46462
2020,MS,republican,17290
2020,MS,republican,2923
2020,MS,republican,9713
2020,MS,republican,4794
2020,MS,republican,6081
2020,MS,republican,16132
2020,MS,republican,46822
2020,MS,republican,25141
2020,MS,republican,1369
2020,MS,republican,1118
2020,MS,republican,308
2020,MS,republican,9438
2020,MS,republican,36295
2020,MS,republican,4302
2020,MS,republican,531
2020,MS,republican,2534
2020,MS,republican,21226
2020,MS,republican,1787
2020,MS,republican,12949
2020,MS,republican,20704
2020,MS,republican,17967
2020,MS,republican,4285
2020,MS,republican,5228
2020,MS,republican,24207
2020,MS,republican,3129
2020,MS,republican,11596
2020,MS,republican,13800
2020,MS,republican,31091
2020,MS,republican,8273
2020,MS,republican,7566
2020,MS,republican,11177
2020,MS,republican,2917
2020,MS,republican,8320
2020,MS,republican,6997
2020,MS,republican,1240
2020,MS,republican,9004
2020,MS,republican,8060
2020,MS,republican,19595
2020,MS,republican,4500
2020,MS,republican,8479
2020,MS,republican,11550
2020,MS,republican,8370
2020,MS,republican,1026
2020,MS,republican,50895
2020,MS,republican,6285
2020,MS,republican,688
2020,MS,republican,7635
2020,MS,republican,6458
2020,MS,republican,5964
2020,MS,republican,2799
2020,MS,republican,2488
2020,MS,republican,8707
2020,MS,republican,8054
2020,MS,republican,7933
2020,MS,republican,926
2020,MS,republican,10373
2020,MS,republican,4220
2020,MS,republican,10365
2020,MS,republican,5300
2020,MS,republican,6307
2020,MS,republican,4291
2020,MS,republican,1324
2020,MS,republican,5112
2020,MS,republican,3671
2020,MS,republican,4832
2020,MS,democrat,7917
2020,MS,democrat,2782
2020,MS,democrat,2620
2020,MS,democrat,3542
2020,MS,democrat,1679
2020,MS,democrat,8904
2020,MS,democrat,1902
2020,MS,democrat,1729
2020,MS,democrat,3810
2020,MS,democrat,1185
2020,MS,democrat,3772
2020,MS,democrat,2838
2020,MS,democrat,5844
2020,MS,democrat,6020
2020,MS,democrat,6470
2020,MS,democrat,3416
2020,MS,democrat,28265
2020,MS,democrat,13755
2020,MS,democrat,1480
2020,MS,democrat,1218
2020,MS,democrat,966
2020,MS,democrat,4734
2020,MS,democrat,4504
2020,MS,democrat,27728
2020,MS,democrat,73550
2020,MS,democrat,6588
2020,MS,democrat,3016
2020,MS,democrat,355
2020,MS,democrat,1249
2020,MS,democrat,17375
2020,MS,democrat,4341
2020,MS,democrat,3327
2020,MS,democrat,3599
2020,MS,democrat,8517
2020,MS,democrat,2887
2020,MS,democrat,10070
2020,MS,democrat,7340
2020,MS,democrat,12960
2020,MS,democrat,2260
2020,MS,democrat,3897
2020,MS,democrat,12189
2020,MS,democrat,7648
2020,MS,democrat,5040
2020,MS,democrat,13087
2020,MS,democrat,24440
2020,MS,democrat,3787
2020,MS,democrat,8057
2020,MS,democrat,5874
2020,MS,democrat,2121
2020,MS,democrat,3260
2020,MS,democrat,3075
2020,MS,democrat,4040
2020,MS,democrat,10299
2020,MS,democrat,7403
2020,MS,democrat,4148
2020,MS,democrat,1362
2020,MS,democrat,8646
2020,MS,democrat,2614
2020,MS,democrat,2153
2020,MS,democrat,2150
2020,MS,democrat,18847
2020,MS,democrat,4330
2020,MS,democrat,1465
2020,MS,democrat,4037
2020,MS,democrat,1791
2020,MS,democrat,1802
2020,MS,democrat,6781
2020,MS,democrat,3105
2020,MS,democrat,4183
2020,MS,democrat,1937
2020,MS,democrat,1059
2020,MS,democrat,2580
2020,MS,democrat,2160
2020,MS,democrat,2835
2020,MS,democrat,10442
2020,MS,democrat,12503
2020,MS,democrat,3624
2020,MS,democrat,1043
2020,MS,democrat,2749
2020,MS,democrat,4040
2020,MS,democrat,2785
2020,MS,democrat,5496
2020,TX,republican,15110
2020,TX,republican,4943
2020,TX,republican,25076
2020,TX,republican,9239
2020,TX,republican,4300
2020,TX,republican,1035
2020,TX,republican,12039
2020,TX,republican,11447
2020,TX,republican,1434
2020,TX,republican,10057
2020,TX,republican,20516
2020,TX,republican,1494
2020,TX,republican,6006
2020,TX,republican,67893
2020,TX,republican,308618
2020,TX,republican,5443
2020,TX,republican,397
2020,TX,republican,7469
2020,TX,republican,27116
2020,TX,republican,90433
2020,TX,republican,47530
2020,TX,republican,2461
2020,TX,republican,639
2020,TX,republican,998
2020,TX,republican,13698
2020,TX,republican,6743
2020,TX,republican,18767
2020,TX,republican,8031
2020,TX,republican,5641
2020,TX,republican,6012
2020,TX,republican,49032
2020,TX,republican,3626
2020,TX,republican,2779
2020,TX,republican,11033
2020,TX,republican,1602
2020,TX,republican,17353
2020,TX,republican,15101
2020,TX,republican,1943
2020,TX,republican,5069
2020,TX,republican,809
2020,TX,republican,1586
2020,TX,republican,3641
2020,TX,republican,252318
2020,TX,republican,1048
2020,TX,republican,7472
2020,TX,republican,62740
2020,TX,republican,5177
2020,TX,republican,1058
2020,TX,republican,15596
2020,TX,republican,15438
2020,TX,republican,540
2020,TX,republican,1247
2020,TX,republican,1220
2020,TX,republican,1396
2020,TX,republican,415
2020,TX,republican,1389
2020,TX,republican,307076
2020,TX,republican,2951
2020,TX,republican,3294
2020,TX,republican,2162
2020,TX,republican,222480
2020,TX,republican,6567
2020,TX,republican,853
2020,TX,republican,1384
2020,TX,republican,1438
2020,TX,republican,2443
2020,TX,republican,7237
2020,TX,republican,32697
2020,TX,republican,893
2020,TX,republican,56717
2020,TX,republican,84331
2020,TX,republican,13684
2020,TX,republican,4177
2020,TX,republican,12171
2020,TX,republican,10171
2020,TX,republican,1448
2020,TX,republican,1584
2020,TX,republican,445
2020,TX,republican,157718
2020,TX,republican,4161
2020,TX,republican,6991
2020,TX,republican,2823
2020,TX,republican,5355
2020,TX,republican,93911
2020,TX,republican,1413
2020,TX,republican,12514
2020,TX,republican,611
2020,TX,republican,3085
2020,TX,republican,5627
2020,TX,republican,6840
2020,TX,republican,44163
2020,TX,republican,32493
2020,TX,republican,9432
2020,TX,republican,47553
2020,TX,republican,7177
2020,TX,republican,995
2020,TX,republican,3616
2020,TX,republican,1849
2020,TX,republican,1330
2020,TX,republican,23858
2020,TX,republican,700630
2020,TX,republican,21466
2020,TX,republican,1868
2020,TX,republican,1840
2020,TX,republican,47680
2020,TX,republican,1486
2020,TX,republican,28911
2020,TX,republican,90527
2020,TX,republican,11926
2020,TX,republican,6536
2020,TX,republican,26496
2020,TX,republican,12719
2020,TX,republican,7060
2020,TX,republican,8054
2020,TX,republican,779
2020,TX,republican,29163
2020,TX,republican,7681
2020,TX,republican,759
2020,TX,republican,3418
2020,TX,republican,5231
2020,TX,republican,12542
2020,TX,republican,784
2020,TX,republican,47570
2020,TX,republican,833
2020,TX,republican,7453
2020,TX,republican,54628
2020,TX,republican,5660
2020,TX,republican,3968
2020,TX,republican,37624
2020,TX,republican,20083
2020,TX,republican,127
2020,TX,republican,411
2020,TX,republican,20879
2020,TX,republican,1987
2020,TX,republican,151
2020,TX,republican,1144
2020,TX,republican,5504
2020,TX,republican,1180
2020,TX,republican,16760
2020,TX,republican,8086
2020,TX,republican,1335
2020,TX,republican,8804
2020,TX,republican,6255
2020,TX,republican,7523
2020,TX,republican,23302
2020,TX,republican,6789
2020,TX,republican,1205
2020,TX,republican,4199
2020,TX,republican,10079
2020,TX,republican,60
2020,TX,republican,78861
2020,TX,republican,1853
2020,TX,republican,4169
2020,TX,republican,3470
2020,TX,republican,1857
2020,TX,republican,1991
2020,TX,republican,9845
2020,TX,republican,6881
2020,TX,republican,2904
2020,TX,republican,59543
2020,TX,republican,460
2020,TX,republican,15642
2020,TX,republican,823
2020,TX,republican,45624
2020,TX,republican,7984
2020,TX,republican,2217
2020,TX,republican,2170
2020,TX,republican,8615
2020,TX,republican,193382
2020,TX,republican,4359
2020,TX,republican,3872
2020,TX,republican,604
2020,TX,republican,17378
2020,TX,republican,13800
2020,TX,republican,4882
2020,TX,republican,64617
2020,TX,republican,2812
2020,TX,republican,917
2020,TX,republican,29186
2020,TX,republican,10179
2020,TX,republican,9326
2020,TX,republican,62045
2020,TX,republican,2135
2020,TX,republican,3215
2020,TX,republican,18573
2020,TX,republican,22820
2020,TX,republican,721
2020,TX,republican,5155
2020,TX,republican,50796
2020,TX,republican,942
2020,TX,republican,1643
2020,TX,republican,4517
2020,TX,republican,2254
2020,TX,republican,2210
2020,TX,republican,529
2020,TX,republican,5646
2020,TX,republican,36726
2020,TX,republican,3807
2020,TX,republican,16534
2020,TX,republican,4784
2020,TX,republican,3007
2020,TX,republican,10161
2020,TX,republican,16516
2020,TX,republican,2308
2020,TX,republican,940
2020,TX,republican,4983
2020,TX,republican,1484
2020,TX,republican,7975
2020,TX,republican,886
2020,TX,republican,69080
2020,TX,republican,4105
2020,TX,republican,8247
2020,TX,republican,3385
2020,TX,republican,584
2020,TX,republican,615
2020,TX,republican,1222
2020,TX,republican,1845
2020,TX,republican,409741
2020,TX,republican,39547
2020,TX,republican,334
2020,TX,republican,2812
2020,TX,republican,806
2020,TX,republican,7570
2020,TX,republican,32313
2020,TX,republican,161337
2020,TX,republican,5579
2020,TX,republican,8194
2020,TX,republican,15809
2020,TX,republican,1178
2020,TX,republican,6174
2020,TX,republican,8284
2020,TX,republican,22270
2020,TX,republican,23358
2020,TX,republican,15375
2020,TX,republican,14260
2020,TX,republican,3241
2020,TX,republican,12959
2020,TX,republican,25898
2020,TX,republican,11926
2020,TX,republican,2159
2020,TX,republican,32069
2020,TX,republican,3524
2020,TX,republican,2441
2020,TX,republican,139729
2020,TX,republican,18463
2020,TX,republican,1753
2020,TX,republican,27032
2020,TX,republican,19049
2020,TX,republican,2174
2020,TX,republican,7110
2020,TX,republican,2033
2020,TX,republican,1490
2020,TX,republican,3521
2020,TX,republican,4131
2020,TX,democrat,3955
2020,TX,democrat,850
2020,TX,democrat,9143
2020,TX,democrat,2916
2020,TX,democrat,446
2020,TX,democrat,75
2020,TX,democrat,5876
2020,TX,democrat,2951
2020,TX,democrat,409
2020,TX,democrat,2505
2020,TX,democrat,15474
2020,TX,democrat,183
2020,TX,democrat,3288
2020,TX,democrat,57014
2020,TX,democrat,448452
2020,TX,democrat,1911
2020,TX,democrat,16
2020,TX,democrat,1561
2020,TX,democrat,10747
2020,TX,democrat,62228
2020,TX,democrat,35349
2020,TX,democrat,2258
2020,TX,democrat,78
2020,TX,democrat,1470
2020,TX,democrat,2107
2020,TX,democrat,1788
2020,TX,democrat,5639
2020,TX,democrat,6672
2020,TX,democrat,2148
2020,TX,democrat,734
2020,TX,democrat,64063
2020,TX,democrat,1394
2020,TX,democrat,297
2020,TX,democrat,2795
2020,TX,democrat,466
2020,TX,democrat,3997
2020,TX,democrat,4210
2020,TX,democrat,310
2020,TX,democrat,614
2020,TX,democrat,177
2020,TX,democrat,178
2020,TX,democrat,451
2020,TX,democrat,230945
2020,TX,democrat,155
2020,TX,democrat,2420
2020,TX,democrat,24826
2020,TX,democrat,853
2020,TX,democrat,197
2020,TX,democrat,3210
2020,TX,democrat,7565
2020,TX,democrat,113
2020,TX,democrat,241
2020,TX,democrat,344
2020,TX,democrat,527
2020,TX,democrat,438
2020,TX,democrat,197
2020,TX,democrat,598576
2020,TX,democrat,808
2020,TX,democrat,1264
2020,TX,democrat,403
2020,TX,democrat,188695
2020,TX,democrat,1494
2020,TX,democrat,130
2020,TX,democrat,2264
2020,TX,democrat,198
2020,TX,democrat,2575
2020,TX,democrat,983
2020,TX,democrat,11367
2020,TX,democrat,168
2020,TX,democrat,27565
2020,TX,democrat,178126
2020,TX,democrat,2916
2020,TX,democrat,1899
2020,TX,democrat,2655
2020,TX,democrat,2661
2020,TX,democrat,352
2020,TX,democrat,438
2020,TX,democrat,99
2020,TX,democrat,195552
2020,TX,democrat,804
2020,TX,democrat,1635
2020,TX,democrat,2422
2020,TX,democrat,576
2020,TX,democrat,58842
2020,TX,democrat,231
2020,TX,democrat,3176
2020,TX,democrat,39
2020,TX,democrat,877
2020,TX,democrat,1948
2020,TX,democrat,829
2020,TX,democrat,14506
2020,TX,democrat,14796
2020,TX,democrat,2833
2020,TX,democrat,28805
2020,TX,democrat,2279
2020,TX,democrat,168
2020,TX,democrat,641
2020,TX,democrat,166
2020,TX,democrat,241
2020,TX,democrat,3474
2020,TX,democrat,918193
2020,TX,democrat,7908
2020,TX,democrat,195
2020,TX,democrat,353
2020,TX,democrat,59524
2020,TX,democrat,206
2020,TX,democrat,7060
2020,TX,democrat,128199
2020,TX,democrat,2860
2020,TX,democrat,1482
2020,TX,democrat,5648
2020,TX,democrat,3046
2020,TX,democrat,2314
2020,TX,democrat,2069
2020,TX,democrat,371
2020,TX,democrat,8906
2020,TX,democrat,965
2020,TX,democrat,120
2020,TX,democrat,331
2020,TX,democrat,1033
2020,TX,democrat,2954
2020,TX,democrat,501
2020,TX,democrat,46073
2020,TX,democrat,1197
2020,TX,democrat,6119
2020,TX,democrat,16464
2020,TX,democrat,999
2020,TX,democrat,1234
2020,TX,democrat,18405
2020,TX,democrat,6020
2020,TX,democrat,65
2020,TX,democrat,47
2020,TX,democrat,6524
2020,TX,democrat,284
2020,TX,democrat,8
2020,TX,democrat,446
2020,TX,democrat,5314
2020,TX,democrat,265
2020,TX,democrat,4458
2020,TX,democrat,2144
2020,TX,democrat,1052
2020,TX,democrat,1333
2020,TX,democrat,1750
2020,TX,democrat,1072
2020,TX,democrat,5785
2020,TX,democrat,2213
2020,TX,democrat,131
2020,TX,democrat,819
2020,TX,democrat,2465
2020,TX,democrat,4
2020,TX,democrat,40017
2020,TX,democrat,428
2020,TX,democrat,1088
2020,TX,democrat,1339
2020,TX,democrat,288
2020,TX,democrat,457
2020,TX,democrat,3733
2020,TX,democrat,8332
2020,TX,democrat,490
2020,TX,democrat,36688
2020,TX,democrat,53
2020,TX,democrat,6773
2020,TX,democrat,197
2020,TX,democrat,12329
2020,TX,democrat,2496
2020,TX,democrat,271
2020,TX,democrat,397
2020,TX,democrat,1097
2020,TX,democrat,74377
2020,TX,democrat,1062
2020,TX,democrat,1669
2020,TX,democrat,46
2020,TX,democrat,9000
2020,TX,democrat,5101
2020,TX,democrat,1173
2020,TX,democrat,60925
2020,TX,democrat,302
2020,TX,democrat,81
2020,TX,democrat,6357
2020,TX,democrat,2178
2020,TX,democrat,2057
2020,TX,democrat,13017
2020,TX,democrat,488
2020,TX,democrat,1382
2020,TX,democrat,5387
2020,TX,democrat,9921
2020,TX,democrat,1463
2020,TX,democrat,842
2020,TX,democrat,12802
2020,TX,democrat,172
2020,TX,democrat,320
2020,TX,democrat,1246
2020,TX,democrat,1395
2020,TX,democrat,1108
2020,TX,democrat,17
2020,TX,democrat,2374
2020,TX,democrat,16412
2020,TX,democrat,552
2020,TX,democrat,4629
2020,TX,democrat,669
2020,TX,democrat,980
2020,TX,democrat,2337
2020,TX,democrat,8988
2020,TX,democrat,287
2020,TX,democrat,211
2020,TX,democrat,818
2020,TX,democrat,130
2020,TX,democrat,2068
2020,TX,democrat,91
2020,TX,democrat,29615
2020,TX,democrat,768
2020,TX,democrat,9123
2020,TX,democrat,397
2020,TX,democrat,51
2020,TX,democrat,116
2020,TX,democrat,322
2020,TX,democrat,478
2020,TX,democrat,411567
2020,TX,democrat,14588
2020,TX,democrat,119
2020,TX,democrat,757
2020,TX,democrat,82
2020,TX,democrat,2856
2020,TX,democrat,12239
2020,TX,democrat,435860
2020,TX,democrat,1323
2020,TX,democrat,1403
2020,TX,democrat,2877
2020,TX,democrat,170
2020,TX,democrat,4073
2020,TX,democrat,6771
2020,TX,democrat,3516
2020,TX,democrat,10380
2020,TX,democrat,7884
2020,TX,democrat,8191
2020,TX,democrat,764
2020,TX,democrat,4261
2020,TX,democrat,41820
2020,TX,democrat,4694
2020,TX,democrat,168
2020,TX,democrat,13161
2020,TX,democrat,956
2020,TX,democrat,3108
2020,TX,democrat,143795
2020,TX,democrat,6350
2020,TX,democrat,358
2020,TX,democrat,4973
2020,TX,democrat,3509
2020,TX,democrat,420
2020,TX,democrat,1034
2020,TX,democrat,1826
2020,TX,democrat,2864
2020,TX,democrat,840
2020,TX,democrat,1162
2020,CA,democrat,617659
2020,CA,democrat,476
2020,CA,democrat,8153
2020,CA,democrat,50426
2020,CA,democrat,10046
2020,CA,democrat,3239
2020,CA,democrat,416386
2020,CA,democrat,4677
2020,CA,democrat,51621
2020,CA,democrat,193025
2020,CA,democrat,3995
2020,CA,democrat,44768
2020,CA,democrat,34678
2020,CA,democrat,4634
2020,CA,democrat,133366
2020,CA,democrat,18699
2020,CA,democrat,14941
2020,CA,democrat,2799
2020,CA,democrat,3028885
2020,CA,democrat,23168
2020,CA,democrat,128288
2020,CA,democrat,4088
2020,CA,democrat,28782
2020,CA,democrat,48991
2020,CA,democrat,1150
2020,CA,democrat,4013
2020,CA,democrat,113953
2020,CA,democrat,49817
2020,CA,democrat,36359
2020,CA,democrat,814009
2020,CA,democrat,106869
2020,CA,democrat,4561
2020,CA,democrat,528340
2020,CA,democrat,440808
2020,CA,democrat,17628
2020,CA,democrat,455859
2020,CA,democrat,964650
2020,CA,democrat,378156
2020,CA,democrat,161137
2020,CA,democrat,88310
2020,CA,democrat,291496
2020,CA,democrat,129963
2020,CA,democrat,617967
2020,CA,democrat,114246
2020,CA,democrat,30000
2020,CA,democrat,730
2020,CA,democrat,9593
2020,CA,democrat,131639
2020,CA,democrat,199938
2020,CA,democrat,105841
2020,CA,democrat,17367
2020,CA,democrat,8911
2020,CA,democrat,2851
2020,CA,democrat,66105
2020,CA,democrat,11978
2020,CA,democrat,251388
2020,CA,democrat,67598
2020,CA,democrat,11230
2020,CA,republican,136309
2020,CA,republican,244
2020,CA,republican,13585
2020,CA,republican,48730
2020,CA,republican,16518
2020,CA,republican,4559
2020,CA,republican,152877
2020,CA,republican,6461
2020,CA,republican,61838
2020,CA,republican,164464
2020,CA,republican,7063
2020,CA,republican,21770
2020,CA,republican,20847
2020,CA,republican,4620
2020,CA,republican,164484
2020,CA,republican,24072
2020,CA,republican,13123
2020,CA,republican,8970
2020,CA,republican,1145530
2020,CA,republican,29378
2020,CA,republican,24612
2020,CA,republican,5950
2020,CA,republican,13267
2020,CA,republican,39397
2020,CA,republican,3109
2020,CA,republican,2513
2020,CA,republican,46299
2020,CA,republican,20676
2020,CA,republican,26779
2020,CA,republican,676498
2020,CA,republican,122488
2020,CA,republican,6445
2020,CA,republican,449144
2020,CA,republican,259405
2020,CA,republican,10590
2020,CA,republican,366257
2020,CA,republican,600094
2020,CA,republican,56417
2020,CA,republican,121098
2020,CA,republican,67436
2020,CA,republican,75584
2020,CA,republican,65736
2020,CA,republican,214612
2020,CA,republican,26937
2020,CA,republican,60789
2020,CA,republican,1142
2020,CA,republican,13290
2020,CA,republican,69306
2020,CA,republican,61825
2020,CA,republican,104145
2020,CA,republican,24375
2020,CA,republican,19141
2020,CA,republican,3188
2020,CA,republican,77579
2020,CA,republican,17689
2020,CA,republican,162207
2020,CA,republican,27292
2020,CA,republican,17676
2020,MT,republican,3923
2020,MT,republican,2207
2020,MT,republican,1469
2020,MT,republican,3173
2020,MT,republican,4468
2020,MT,republican,775
2020,MT,republican,23315
2020,MT,republican,1891
2020,MT,republican,4205
2020,MT,republican,799
2020,MT,republican,3758
2020,MT,republican,2186
2020,MT,republican,1375
2020,MT,republican,4869
2020,MT,republican,38321
2020,MT,republican,31696
2020,MT,republican,764
2020,MT,republican,1884
2020,MT,republican,414
2020,MT,republican,1419
2020,MT,republican,3957
2020,MT,republican,5345
2020,MT,republican,1040
2020,MT,republican,9322
2020,MT,republican,21409
2020,MT,republican,821
2020,MT,republican,8672
2020,MT,republican,956
2020,MT,republican,4191
2020,MT,republican,833
2020,MT,republican,1828
2020,MT,republican,26347
2020,MT,republican,2423
2020,MT,republican,6025
2020,MT,republican,298
2020,MT,republican,1936
2020,MT,republican,2031
2020,MT,republican,970
2020,MT,republican,2355
2020,MT,republican,603
2020,MT,republican,19114
2020,MT,republican,4800
2020,MT,republican,1996
2020,MT,republican,2486
2020,MT,republican,5660
2020,MT,republican,1403
2020,MT,republican,7745
2020,MT,republican,4462
2020,MT,republican,1840
2020,MT,republican,2608
2020,MT,republican,1596
2020,MT,republican,373
2020,MT,republican,3135
2020,MT,republican,823
2020,MT,republican,516
2020,MT,republican,50772
2020,MT,democrat,1608
2020,MT,democrat,2491
2020,MT,democrat,1589
2020,MT,democrat,835
2020,MT,democrat,2421
2020,MT,democrat,74
2020,MT,democrat,15456
2020,MT,democrat,991
2020,MT,democrat,1514
2020,MT,democrat,195
2020,MT,democrat,962
2020,MT,democrat,2562
2020,MT,democrat,172
2020,MT,democrat,1496
2020,MT,democrat,20274
2020,MT,democrat,37044
2020,MT,democrat,41
2020,MT,democrat,3610
2020,MT,democrat,78
2020,MT,democrat,638
2020,MT,democrat,2981
2020,MT,democrat,2625
2020,MT,democrat,275
2020,MT,democrat,6916
2020,MT,democrat,19743
2020,MT,democrat,249
2020,MT,democrat,2835
2020,MT,democrat,155
2020,MT,democrat,1771
2020,MT,democrat,258
2020,MT,democrat,686
2020,MT,democrat,43357
2020,MT,democrat,413
2020,MT,democrat,5280
2020,MT,democrat,39
2020,MT,democrat,416
2020,MT,democrat,903
2020,MT,democrat,154
2020,MT,democrat,752
2020,MT,democrat,126
2020,MT,democrat,8763
2020,MT,democrat,875
2020,MT,democrat,1910
2020,MT,democrat,1199
2020,MT,democrat,1820
2020,MT,democrat,574
2020,MT,democrat,10392
2020,MT,democrat,1156
2020,MT,democrat,549
2020,MT,democrat,1007
2020,MT,democrat,467
2020,MT,democrat,78
2020,MT,democrat,1030
2020,MT,democrat,225
2020,MT,democrat,77
2020,MT,democrat,30679
2020,CO,democrat,134202
2020,CO,democrat,3759
2020,CO,democrat,213607
2020,CO,democrat,3738
2020,CO,democrat,317
2020,CO,democrat,732
2020,CO,democrat,159089
2020,CO,democrat,7160
2020,CO,democrat,131
2020,CO,democrat,3604
2020,CO,democrat,1959
2020,CO,democrat,1311
2020,CO,democrat,437
2020,CO,democrat,1112
2020,CO,democrat,5887
2020,CO,democrat,313293
2020,CO,democrat,341
2020,CO,democrat,18588
2020,CO,democrat,4490
2020,CO,democrat,161941
2020,CO,democrat,7369
2020,CO,democrat,15427
2020,CO,democrat,2223
2020,CO,democrat,4710
2020,CO,democrat,7132
2020,CO,democrat,255
2020,CO,democrat,2076
2020,CO,democrat,175
2020,CO,democrat,218396
2020,CO,democrat,98
2020,CO,democrat,662
2020,CO,democrat,2303
2020,CO,democrat,20548
2020,CO,democrat,126120
2020,CO,democrat,3497
2020,CO,democrat,470
2020,CO,democrat,2218
2020,CO,democrat,31536
2020,CO,democrat,317
2020,CO,democrat,1203
2020,CO,democrat,5836
2020,CO,democrat,7687
2020,CO,democrat,3876
2020,CO,democrat,3605
2020,CO,democrat,2365
2020,CO,democrat,486
2020,CO,democrat,8989
2020,CO,democrat,1458
2020,CO,democrat,43772
2020,CO,democrat,561
2020,CO,democrat,2495
2020,CO,democrat,10582
2020,CO,democrat,1884
2020,CO,democrat,342
2020,CO,democrat,3924
2020,CO,democrat,301
2020,CO,democrat,12631
2020,CO,democrat,5278
2020,CO,democrat,369
2020,CO,democrat,66060
2020,CO,democrat,785
2020,CO,democrat,104653
2020,CO,democrat,29077
2020,CO,democrat,4903
2020,CO,republican,95657
2020,CO,republican,3813
2020,CO,republican,127323
2020,CO,republican,5189
2020,CO,republican,1867
2020,CO,republican,1503
2020,CO,republican,42501
2020,CO,republican,6222
2020,CO,republican,993
2020,CO,republican,2754
2020,CO,republican,2286
2020,CO,republican,741
2020,CO,republican,1271
2020,CO,republican,2474
2020,CO,republican,13081
2020,CO,republican,71618
2020,CO,republican,1089
2020,CO,republican,9892
2020,CO,republican,14027
2020,CO,republican,202828
2020,CO,republican,17517
2020,CO,republican,14717
2020,CO,republican,1833
2020,CO,republican,4883
2020,CO,republican,3735
2020,CO,republican,353
2020,CO,republican,2203
2020,CO,republican,681
2020,CO,republican,148417
2020,CO,republican,795
2020,CO,republican,3144
