"","year","state","party","candidatevotes","leading_digit"
"1",1996,"AL","democrat",5015,5
"2",1996,"AL","democrat",12776,1
"3",1996,"AL","democrat",4787,4
"4",1996,"AL","democrat",2775,2
"5",1996,"AL","democrat",5061,5
"6",1996,"AL","democrat",3078,3
"7",1996,"AL","democrat",3828,3
"8",1996,"AL","democrat",15725,1
"9",1996,"AL","democrat",5515,5
"10",1996,"AL","democrat",4399,4
"11",1996,"AL","democrat",5354,5
"12",1996,"AL","democrat",4074,4
"13",1996,"AL","democrat",4831,4
"14",1996,"AL","democrat",2306,2
"15",1996,"AL","democrat",1737,1
"16",1996,"AL","democrat",5168,5
"17",1996,"AL","democrat",10226,1
"18",1996,"AL","democrat",2903,2
"19",1996,"AL","democrat",2121,2
"20",1996,"AL","democrat",4543,4
"21",1996,"AL","democrat",2172,2
"22",1996,"AL","democrat",9544,9
"23",1996,"AL","democrat",4732,4
"24",1996,"AL","democrat",10507,1
"25",1996,"AL","democrat",6544,6
"26",1996,"AL","democrat",6530,6
"27",1996,"AL","democrat",4651,4
"28",1996,"AL","democrat",17976,1
"29",1996,"AL","democrat",3381,3
"30",1996,"AL","democrat",5028,5
"31",1996,"AL","democrat",3174,3
"32",1996,"AL","democrat",3526,3
"33",1996,"AL","democrat",3372,3
"34",1996,"AL","democrat",3019,3
"35",1996,"AL","democrat",8791,8
"36",1996,"AL","democrat",8204,8
"37",1996,"AL","democrat",120208,1
"38",1996,"AL","democrat",2843,2
"39",1996,"AL","democrat",13619,1
"40",1996,"AL","democrat",5254,5
"41",1996,"AL","democrat",12919,1
"42",1996,"AL","democrat",8045,8
"43",1996,"AL","democrat",3970,3
"44",1996,"AL","democrat",7018,7
"45",1996,"AL","democrat",42259,4
"46",1996,"AL","democrat",4899,4
"47",1996,"AL","democrat",5049,5
"48",1996,"AL","democrat",8722,8
"49",1996,"AL","democrat",54749,5
"50",1996,"AL","democrat",3815,3
"51",1996,"AL","democrat",38382,3
"52",1996,"AL","democrat",14616,1
"53",1996,"AL","democrat",4053,4
"54",1996,"AL","democrat",4018,4
"55",1996,"AL","democrat",4514,4
"56",1996,"AL","democrat",3023,3
"57",1996,"AL","democrat",7834,7
"58",1996,"AL","democrat",6187,6
"59",1996,"AL","democrat",11280,1
"60",1996,"AL","democrat",4706,4
"61",1996,"AL","democrat",10385,1
"62",1996,"AL","democrat",6071,6
"63",1996,"AL","democrat",23067,2
"64",1996,"AL","democrat",12929,1
"65",1996,"AL","democrat",3935,3
"66",1996,"AL","democrat",3303,3
"67",1996,"AL","democrat",3120,3
"68",1996,"AL","republican",9509,9
"69",1996,"AL","republican",29487,2
"70",1996,"AL","republican",3627,3
"71",1996,"AL","republican",3037,3
"72",1996,"AL","republican",9056,9
"73",1996,"AL","republican",1154,1
"74",1996,"AL","republican",3352,3
"75",1996,"AL","republican",18088,1
"76",1996,"AL","republican",4707,4
"77",1996,"AL","republican",3048,3
"78",1996,"AL","republican",7910,7
"79",1996,"AL","republican",2623,2
"80",1996,"AL","republican",4785,4
"81",1996,"AL","republican",2694,2
"82",1996,"AL","republican",2063,2
"83",1996,"AL","republican",7805,7
"84",1996,"AL","republican",8305,8
"85",1996,"AL","republican",2093,2
"86",1996,"AL","republican",1721,1
"87",1996,"AL","republican",6035,6
"88",1996,"AL","republican",1939,1
"89",1996,"AL","republican",14308,1
"90",1996,"AL","republican",8288,8
"91",1996,"AL","republican",6612,6
"92",1996,"AL","republican",9823,9
"93",1996,"AL","republican",12937,1
"94",1996,"AL","republican",5214,5
"95",1996,"AL","republican",16835,1
"96",1996,"AL","republican",3191,3
"97",1996,"AL","republican",4449,4
"98",1996,"AL","republican",4725,4
"99",1996,"AL","republican",796,7
"100",1996,"AL","republican",1893,1
"101",1996,"AL","republican",3082,3
"102",1996,"AL","republican",17476,1
"103",1996,"AL","republican",5650,5
"104",1996,"AL","republican",130980,1
"105",1996,"AL","republican",2955,2
"106",1996,"AL","republican",14058,1
"107",1996,"AL","republican",3893,3
"108",1996,"AL","republican",17985,1
"109",1996,"AL","republican",10862,1
"110",1996,"AL","republican",1369,1
"111",1996,"AL","republican",987,9
"112",1996,"AL","republican",50390,5
"113",1996,"AL","republican",4013,4
"114",1996,"AL","republican",4742,4
"115",1996,"AL","republican",12323,1
"116",1996,"AL","republican",66775,6
"117",1996,"AL","republican",4382,4
"118",1996,"AL","republican",37784,3
"119",1996,"AL","republican",21765,2
"120",1996,"AL","republican",1703,1
"121",1996,"AL","republican",3322,3
"122",1996,"AL","republican",5281,5
"123",1996,"AL","republican",3304,3
"124",1996,"AL","republican",5025,5
"125",1996,"AL","republican",12762,1
"126",1996,"AL","republican",37090,3
"127",1996,"AL","republican",1561,1
"128",1996,"AL","republican",10931,1
"129",1996,"AL","republican",7627,7
"130",1996,"AL","republican",27939,2
"131",1996,"AL","republican",9837,9
"132",1996,"AL","republican",2900,2
"133",1996,"AL","republican",1454,1
"134",1996,"AL","republican",4728,4
"135",1996,"AR","democrat",4220,4
"136",1996,"AR","democrat",5011,5
"137",1996,"AR","democrat",6703,6
"138",1996,"AR","democrat",17205,1
"139",1996,"AR","democrat",5745,5
"140",1996,"AR","democrat",2566,2
"141",1996,"AR","democrat",1306,1
"142",1996,"AR","democrat",3689,3
"143",1996,"AR","democrat",3090,3
"144",1996,"AR","democrat",5281,5
"145",1996,"AR","democrat",3848,3
"146",1996,"AR","democrat",4475,4
"147",1996,"AR","democrat",1741,1
"148",1996,"AR","democrat",4730,4
"149",1996,"AR","democrat",4055,4
"150",1996,"AR","democrat",13284,1
"151",1996,"AR","democrat",6749,6
"152",1996,"AR","democrat",8415,8
"153",1996,"AR","democrat",3631,3
"154",1996,"AR","democrat",2118,2
"155",1996,"AR","democrat",3230,3
"156",1996,"AR","democrat",3570,3
"157",1996,"AR","democrat",12032,1
"158",1996,"AR","democrat",3269,3
"159",1996,"AR","democrat",2361,2
"160",1996,"AR","democrat",19211,1
"161",1996,"AR","democrat",2948,2
"162",1996,"AR","democrat",6622,6
"163",1996,"AR","democrat",4983,4
"164",1996,"AR","democrat",6002,6
"165",1996,"AR","democrat",2741,2
"166",1996,"AR","democrat",6240,6
"167",1996,"AR","democrat",2818,2
"168",1996,"AR","democrat",4304,4
"169",1996,"AR","democrat",19701,1
"170",1996,"AR","democrat",3585,3
"171",1996,"AR","democrat",2466,2
"172",1996,"AR","democrat",3652,3
"173",1996,"AR","democrat",3267,3
"174",1996,"AR","democrat",2517,2
"175",1996,"AR","democrat",3183,3
"176",1996,"AR","democrat",3832,3
"177",1996,"AR","democrat",8049,8
"178",1996,"AR","democrat",2504,2
"179",1996,"AR","democrat",2735,2
"180",1996,"AR","democrat",6469,6
"181",1996,"AR","democrat",8301,8
"182",1996,"AR","democrat",2247,2
"183",1996,"AR","democrat",1830,1
"184",1996,"AR","democrat",2279,2
"185",1996,"AR","democrat",1631,1
"186",1996,"AR","democrat",6635,6
"187",1996,"AR","democrat",1873,1
"188",1996,"AR","democrat",5715,5
"189",1996,"AR","democrat",2362,2
"190",1996,"AR","democrat",4686,4
"191",1996,"AR","democrat",2824,2
"192",1996,"AR","democrat",8433,8
"193",1996,"AR","democrat",2211,2
"194",1996,"AR","democrat",75084,7
"195",1996,"AR","democrat",3213,3
"196",1996,"AR","democrat",5562,5
"197",1996,"AR","democrat",14027,1
"198",1996,"AR","democrat",2259,2
"199",1996,"AR","democrat",1669,1
"200",1996,"AR","democrat",15514,1
"201",1996,"AR","democrat",2553,2
"202",1996,"AR","democrat",3573,3
"203",1996,"AR","democrat",2227,2
"204",1996,"AR","democrat",8373,8
"205",1996,"AR","democrat",3521,3
"206",1996,"AR","democrat",20419,2
"207",1996,"AR","democrat",10204,1
"208",1996,"AR","democrat",2044,2
"209",1996,"AR","democrat",3749,3
"210",1996,"AR","republican",1910,1
"211",1996,"AR","republican",2428,2
"212",1996,"AR","republican",6877,6
"213",1996,"AR","republican",23748,2
"214",1996,"AR","republican",6093,6
"215",1996,"AR","republican",1146,1
"216",1996,"AR","republican",727,7
"217",1996,"AR","republican",3957,3
"218",1996,"AR","republican",1056,1
"219",1996,"AR","republican",2112,2
"220",1996,"AR","republican",1512,1
"221",1996,"AR","republican",3807,3
"222",1996,"AR","republican",990,9
"223",1996,"AR","republican",3376,3
"224",1996,"AR","republican",2307,2
"225",1996,"AR","republican",9210,9
"226",1996,"AR","republican",7182,7
"227",1996,"AR","republican",4673,4
"228",1996,"AR","republican",2000,2
"229",1996,"AR","republican",1041,1
"230",1996,"AR","republican",978,9
"231",1996,"AR","republican",1657,1
"232",1996,"AR","republican",10178,1
"233",1996,"AR","republican",2246,2
"234",1996,"AR","republican",1351,1
"235",1996,"AR","republican",13662,1
"236",1996,"AR","republican",1925,1
"237",1996,"AR","republican",3757,3
"238",1996,"AR","republican",2021,2
"239",1996,"AR","republican",2864,2
"240",1996,"AR","republican",1478,1
"241",1996,"AR","republican",4021,4
"242",1996,"AR","republican",1678,1
"243",1996,"AR","republican",1525,1
"244",1996,"AR","republican",6330,6
"245",1996,"AR","republican",2367,2
"246",1996,"AR","republican",971,9
"247",1996,"AR","republican",1823,1
"248",1996,"AR","republican",1013,1
"249",1996,"AR","republican",907,9
"250",1996,"AR","republican",1409,1
"251",1996,"AR","republican",2966,2
"252",1996,"AR","republican",6414,6
"253",1996,"AR","republican",2303,2
"254",1996,"AR","republican",2312,2
"255",1996,"AR","republican",4874,4
"256",1996,"AR","republican",3919,3
"257",1996,"AR","republican",973,9
"258",1996,"AR","republican",1137,1
"259",1996,"AR","republican",976,9
"260",1996,"AR","republican",1927,1
"261",1996,"AR","republican",3136,3
"262",1996,"AR","republican",1143,1
"263",1996,"AR","republican",2205,2
"264",1996,"AR","republican",1401,1
"265",1996,"AR","republican",2034,2
"266",1996,"AR","republican",2852,2
"267",1996,"AR","republican",8243,8
"268",1996,"AR","republican",1025,1
"269",1996,"AR","republican",44780,4
"270",1996,"AR","republican",1789,1
"271",1996,"AR","republican",2523,2
"272",1996,"AR","republican",11695,1
"273",1996,"AR","republican",1426,1
"274",1996,"AR","republican",1786,1
"275",1996,"AR","republican",16482,1
"276",1996,"AR","republican",1379,1
"277",1996,"AR","republican",2635,2
"278",1996,"AR","republican",1526,1
"279",1996,"AR","republican",6053,6
"280",1996,"AR","republican",2345,2
"281",1996,"AR","republican",19476,1
"282",1996,"AR","republican",8659,8
"283",1996,"AR","republican",598,5
"284",1996,"AR","republican",2111,2
"285",1996,"CA","democrat",209777,2
"286",1996,"CA","democrat",303903,3
"287",1996,"CA","democrat",152304,1
"288",1996,"CA","democrat",1430629,1
"289",1996,"CA","democrat",67406,6
"290",1996,"CA","democrat",33033,3
"291",1996,"CA","democrat",297639,2
"292",1996,"CA","democrat",58250,5
"293",1996,"CA","democrat",196512,1
"294",1996,"CA","democrat",100738,1
"295",1996,"CA","democrat",14591,1
"296",1996,"CA","democrat",64644,6
"297",1996,"CA","democrat",57700,5
"298",1996,"CA","democrat",24588,2
"299",1996,"CA","democrat",7030,7
"300",1996,"CA","democrat",203019,2
"301",1996,"CA","democrat",10432,1
"302",1996,"CA","democrat",70650,7
"303",1996,"CA","democrat",21786,2
"304",1996,"CA","democrat",67253,6
"305",1996,"CA","democrat",53738,5
"306",1996,"CA","democrat",14952,1
"307",1996,"CA","democrat",94448,9
"308",1996,"CA","democrat",183372,1
"309",1996,"CA","democrat",24628,2
"310",1996,"CA","democrat",389964,3
"311",1996,"CA","democrat",110772,1
"312",1996,"CA","democrat",11254,1
"313",1996,"CA","democrat",168579,1
"314",1996,"CA","democrat",258,2
"315",1996,"CA","democrat",3652,3
"316",1996,"CA","democrat",8950,8
"317",1996,"CA","democrat",5868,5
"318",1996,"CA","democrat",40395,4
"319",1996,"CA","democrat",6646,6
"320",1996,"CA","democrat",1580,1
"321",1996,"CA","democrat",30651,3
"322",1996,"CA","democrat",7022,7
"323",1996,"CA","democrat",32669,3
"324",1996,"CA","democrat",327485,3
"325",1996,"CA","democrat",5789,5
"326",1996,"CA","democrat",2203,2
"327",1996,"CA","democrat",34981,3
"328",1996,"CA","democrat",2920,2
"329",1996,"CA","democrat",11254,1
"330",1996,"CA","democrat",2054,2
"331",1996,"CA","democrat",62658,6
"332",1996,"CA","democrat",22957,2
"333",1996,"CA","democrat",3540,3
"334",1996,"CA","democrat",7290,7
"335",1996,"CA","democrat",15369,1
"336",1996,"CA","democrat",8504,8
"337",1996,"CA","democrat",2601,2
"338",1996,"CA","democrat",3318,3
"339",1996,"CA","democrat",573,5
"340",1996,"CA","democrat",20848,2
"341",1996,"CA","democrat",2841,2
"342",1996,"CA","democrat",1368,1
"343",1996,"CA","republican",45479,4
"344",1996,"CA","republican",106581,1
"345",1996,"CA","republican",73508,7
"346",1996,"CA","republican",746544,7
"347",1996,"CA","republican",32714,3
"348",1996,"CA","republican",18807,1
"349",1996,"CA","republican",168291,1
"350",1996,"CA","republican",27766,2
"351",1996,"CA","republican",123954,1
"352",1996,"CA","republican",53555,5
"353",1996,"CA","republican",9705,9
"354",1996,"CA","republican",40742,4
"355",1996,"CA","republican",39794,3
"356",1996,"CA","republican",17439,1
"357",1996,"CA","republican",5384,5
"358",1996,"CA","republican",166049,1
"359",1996,"CA","republican",7458,7
"360",1996,"CA","republican",63915,6
"361",1996,"CA","republican",20847,2
"362",1996,"CA","republican",65131,6
"363",1996,"CA","republican",52403,5
"364",1996,"CA","republican",9765,9
"365",1996,"CA","republican",98813,9
"366",1996,"CA","republican",180135,1
"367",1996,"CA","republican",19803,1
"368",1996,"CA","republican",402876,4
"369",1996,"CA","republican",109202,1
"370",1996,"CA","republican",12368,1
"371",1996,"CA","republican",178611,1
"372",1996,"CA","republican",264,2
"373",1996,"CA","republican",3670,3
"374",1996,"CA","republican",10386,1
"375",1996,"CA","republican",6870,6
"376",1996,"CA","republican",46733,4
"377",1996,"CA","republican",8279,8
"378",1996,"CA","republican",1882,1
"379",1996,"CA","republican",38961,3
"380",1996,"CA","republican",8653,8
"381",1996,"CA","republican",46272,4
"382",1996,"CA","republican",446717,4
"383",1996,"CA","republican",7971,7
"384",1996,"CA","republican",2530,2
"385",1996,"CA","republican",49808,4
"386",1996,"CA","republican",3976,3
"387",1996,"CA","republican",16510,1
"388",1996,"CA","republican",3047,3
"389",1996,"CA","republican",92151,9
"390",1996,"CA","republican",32759,3
"391",1996,"CA","republican",4905,4
"392",1996,"CA","republican",10292,1
"393",1996,"CA","republican",21784,2
"394",1996,"CA","republican",14264,1
"395",1996,"CA","republican",3924,3
"396",1996,"CA","republican",5194,5
"397",1996,"CA","republican",877,8
"398",1996,"CA","republican",34736,3
"399",1996,"CA","republican",5041,5
"400",1996,"CA","republican",2285,2
"401",1996,"CO","democrat",649,6
"402",1996,"CO","democrat",731,7
"403",1996,"CO","democrat",328,3
"404",1996,"CO","democrat",246,2
"405",1996,"CO","democrat",1894,1
"406",1996,"CO","democrat",412,4
"407",1996,"CO","democrat",222,2
"408",1996,"CO","democrat",16232,1
"409",1996,"CO","democrat",659,6
"410",1996,"CO","democrat",1073,1
"411",1996,"CO","democrat",997,9
"412",1996,"CO","democrat",2312,2
"413",1996,"CO","democrat",55822,5
"414",1996,"CO","democrat",706,7
"415",1996,"CO","democrat",1439,1
"416",1996,"CO","democrat",729,7
"417",1996,"CO","democrat",569,5
"418",1996,"CO","democrat",3584,3
"419",1996,"CO","democrat",4019,4
"420",1996,"CO","democrat",2578,2
"421",1996,"CO","democrat",185,1
"422",1996,"CO","democrat",276,2
"423",1996,"CO","democrat",1635,1
"424",1996,"CO","democrat",2765,2
"425",1996,"CO","democrat",17114,1
"426",1996,"CO","democrat",1745,1
"427",1996,"CO","democrat",1844,1
"428",1996,"CO","democrat",519,5
"429",1996,"CO","democrat",5344,5
"430",1996,"CO","democrat",3347,3
"431",1996,"CO","democrat",21325,2
"432",1996,"CO","democrat",1720,1
"433",1996,"CO","democrat",6509,6
"434",1996,"CO","democrat",68306,6
"435",1996,"CO","democrat",559,5
"436",1996,"CO","democrat",89494,8
"437",1996,"CO","democrat",133,1
"438",1996,"CO","democrat",2012,2
"439",1996,"CO","democrat",40965,4
"440",1996,"CO","democrat",2768,2
"441",1996,"CO","democrat",5722,5
"442",1996,"CO","democrat",3386,3
"443",1996,"CO","democrat",1863,1
"444",1996,"CO","democrat",192,1
"445",1996,"CO","democrat",5094,5
"446",1996,"CO","democrat",1046,1
"447",1996,"CO","democrat",2330,2
"448",1996,"CO","democrat",799,7
"449",1996,"CO","democrat",3660,3
"450",1996,"CO","democrat",3970,3
"451",1996,"CO","democrat",2812,2
"452",1996,"CO","democrat",48314,4
"453",1996,"CO","democrat",969,9
"454",1996,"CO","democrat",1483,1
"455",1996,"CO","democrat",63316,6
"456",1996,"CO","democrat",1726,1
"457",1996,"CO","democrat",28791,2
"458",1996,"CO","democrat",1338,1
"459",1996,"CO","democrat",1535,1
"460",1996,"CO","democrat",3611,3
"461",1996,"CO","democrat",3949,3
"462",1996,"CO","democrat",120312,1
"463",1996,"CO","democrat",1168,1
"464",1996,"CO","republican",1566,1
"465",1996,"CO","republican",1697,1
"466",1996,"CO","republican",739,7
"467",1996,"CO","republican",549,5
"468",1996,"CO","republican",4125,4
"469",1996,"CO","republican",920,9
"470",1996,"CO","republican",486,4
"471",1996,"CO","republican",32120,3
"472",1996,"CO","republican",1321,1
"473",1996,"CO","republican",2068,2
"474",1996,"CO","republican",1963,1
"475",1996,"CO","republican",4458,4
"476",1996,"CO","republican",102403,1
"477",1996,"CO","republican",1284,1
"478",1996,"CO","republican",2589,2
"479",1996,"CO","republican",1272,1
"480",1996,"CO","republican",984,9
"481",1996,"CO","republican",6047,6
"482",1996,"CO","republican",6730,6
"483",1996,"CO","republican",4175,4
"484",1996,"CO","republican",289,2
"485",1996,"CO","republican",417,4
"486",1996,"CO","republican",2466,2
"487",1996,"CO","republican",4032,4
"488",1996,"CO","republican",24761,2
"489",1996,"CO","republican",2504,2
"490",1996,"CO","republican",2661,2
"491",1996,"CO","republican",715,7
"492",1996,"CO","republican",7437,7
"493",1996,"CO","republican",4557,4
"494",1996,"CO","republican",26518,2
"495",1996,"CO","republican",2129,2
"496",1996,"CO","republican",8057,8
"497",1996,"CO","republican",82778,8
"498",1996,"CO","republican",680,6
"499",1996,"CO","republican",101517,1
"500",1996,"CO","republican",153,1
"501",1996,"CO","republican",2264,2
"502",1996,"CO","republican",45935,4
"503",1996,"CO","republican",3052,3
"504",1996,"CO","republican",6281,6
"505",1996,"CO","republican",3356,3
"506",1996,"CO","republican",1746,1
"507",1996,"CO","republican",179,1
"508",1996,"CO","republican",4637,4
"509",1996,"CO","republican",917,9
"510",1996,"CO","republican",2038,2
"511",1996,"CO","republican",682,6
"512",1996,"CO","republican",3019,3
"513",1996,"CO","republican",3261,3
"514",1996,"CO","republican",2230,2
"515",1996,"CO","republican",36666,3
"516",1996,"CO","republican",712,7
"517",1996,"CO","republican",996,9
"518",1996,"CO","republican",41922,4
"519",1996,"CO","republican",1149,1
"520",1996,"CO","republican",17402,1
"521",1996,"CO","republican",728,7
"522",1996,"CO","republican",773,7
"523",1996,"CO","republican",1905,1
"524",1996,"CO","republican",1969,1
"525",1996,"CO","republican",58529,5
"526",1996,"CO","republican",333,3
"527",1996,"FL","democrat",40161,4
"528",1996,"FL","democrat",2273,2
"529",1996,"FL","democrat",17068,1
"530",1996,"FL","democrat",3356,3
"531",1996,"FL","democrat",80445,8
"532",1996,"FL","democrat",320779,3
"533",1996,"FL","democrat",1794,1
"534",1996,"FL","democrat",27121,2
"535",1996,"FL","democrat",22044,2
"536",1996,"FL","democrat",13259,1
"537",1996,"FL","democrat",23185,2
"538",1996,"FL","democrat",6691,6
"539",1996,"FL","democrat",3222,3
"540",1996,"FL","democrat",1734,1
"541",1996,"FL","democrat",112328,1
"542",1996,"FL","democrat",37838,3
"543",1996,"FL","democrat",9585,9
"544",1996,"FL","democrat",2096,2
"545",1996,"FL","democrat",9407,9
"546",1996,"FL","democrat",1985,1
"547",1996,"FL","democrat",1530,1
"548",1996,"FL","democrat",2480,2
"549",1996,"FL","democrat",1735,1
"550",1996,"FL","democrat",2417,2
"551",1996,"FL","democrat",3885,3
"552",1996,"FL","democrat",28524,2
"553",1996,"FL","democrat",14250,1
"554",1996,"FL","democrat",144266,1
"555",1996,"FL","democrat",2312,2
"556",1996,"FL","democrat",16375,1
"557",1996,"FL","democrat",6667,6
"558",1996,"FL","democrat",2544,2
"559",1996,"FL","democrat",829,8
"560",1996,"FL","democrat",29752,2
"561",1996,"FL","democrat",65699,6
"562",1996,"FL","democrat",50072,5
"563",1996,"FL","democrat",4938,4
"564",1996,"FL","democrat",868,8
"565",1996,"FL","democrat",2794,2
"566",1996,"FL","democrat",41891,4
"567",1996,"FL","democrat",37045,3
"568",1996,"FL","democrat",20855,2
"569",1996,"FL","democrat",317555,3
"570",1996,"FL","democrat",15251,1
"571",1996,"FL","democrat",7277,7
"572",1996,"FL","democrat",16462,1
"573",1996,"FL","democrat",4826,4
"574",1996,"FL","democrat",105539,1
"575",1996,"FL","democrat",21874,2
"576",1996,"FL","democrat",230687,2
"577",1996,"FL","democrat",66475,6
"578",1996,"FL","democrat",184748,1
"579",1996,"FL","democrat",66747,6
"580",1996,"FL","democrat",12010,1
"581",1996,"FL","democrat",16716,1
"582",1996,"FL","democrat",36169,3
"583",1996,"FL","democrat",10936,1
"584",1996,"FL","democrat",63665,6
"585",1996,"FL","democrat",45058,4
"586",1996,"FL","democrat",7017,7
"587",1996,"FL","democrat",4479,4
"588",1996,"FL","democrat",3583,3
"589",1996,"FL","democrat",1388,1
"590",1996,"FL","democrat",78919,7
"591",1996,"FL","democrat",3056,3
"592",1996,"FL","democrat",5342,5
"593",1996,"FL","democrat",2992,2
"594",1996,"FL","republican",25316,2
"595",1996,"FL","republican",3686,3
"596",1996,"FL","republican",28365,2
"597",1996,"FL","republican",4039,4
"598",1996,"FL","republican",88022,8
"599",1996,"FL","republican",142870,1
"600",1996,"FL","republican",1717,1
"601",1996,"FL","republican",27847,2
"602",1996,"FL","republican",20125,2
"603",1996,"FL","republican",30370,3
"604",1996,"FL","republican",42593,4
"605",1996,"FL","republican",7588,7
"606",1996,"FL","republican",3275,3
"607",1996,"FL","republican",1399,1
"608",1996,"FL","republican",126959,1
"609",1996,"FL","republican",60997,6
"610",1996,"FL","republican",8234,8
"611",1996,"FL","republican",1563,1
"612",1996,"FL","republican",3817,3
"613",1996,"FL","republican",1939,1
"614",1996,"FL","republican",1361,1
"615",1996,"FL","republican",2430,2
"616",1996,"FL","republican",1520,1
"617",1996,"FL","republican",2928,2
"618",1996,"FL","republican",3855,3
"619",1996,"FL","republican",22046,2
"620",1996,"FL","republican",15617,1
"621",1996,"FL","republican",136656,1
"622",1996,"FL","republican",3249,3
"623",1996,"FL","republican",22714,2
"624",1996,"FL","republican",7189,7
"625",1996,"FL","republican",1851,1
"626",1996,"FL","republican",1166,1
"627",1996,"FL","republican",35097,3
"628",1996,"FL","republican",80898,8
"629",1996,"FL","republican",33930,3
"630",1996,"FL","republican",4299,4
"631",1996,"FL","republican",913,9
"632",1996,"FL","republican",2195,2
"633",1996,"FL","republican",44136,4
"634",1996,"FL","republican",41409,4
"635",1996,"FL","republican",28522,2
"636",1996,"FL","republican",209740,2
"637",1996,"FL","republican",12076,1
"638",1996,"FL","republican",12141,1
"639",1996,"FL","republican",40683,4
"640",1996,"FL","republican",3418,3
"641",1996,"FL","republican",106059,1
"642",1996,"FL","republican",18337,1
"643",1996,"FL","republican",133811,1
"644",1996,"FL","republican",48355,4
"645",1996,"FL","republican",152155,1
"646",1996,"FL","republican",67962,6
"647",1996,"FL","republican",9786,9
"648",1996,"FL","republican",27318,2
"649",1996,"FL","republican",28899,2
"650",1996,"FL","republican",26301,2
"651",1996,"FL","republican",69213,6
"652",1996,"FL","republican",59797,5
"653",1996,"FL","republican",5960,5
"654",1996,"FL","republican",5742,5
"655",1996,"FL","republican",3188,3
"656",1996,"FL","republican",1636,1
"657",1996,"FL","republican",63091,6
"658",1996,"FL","republican",2933,2
"659",1996,"FL","republican",7709,7
"660",1996,"FL","republican",3524,3
"661",1996,"GA","democrat",2070,2
"662",1996,"GA","democrat",823,8
"663",1996,"GA","democrat",1360,1
"664",1996,"GA","democrat",955,9
"665",1996,"GA","democrat",5740,5
"666",1996,"GA","democrat",1536,1
"667",1996,"GA","democrat",3928,3
"668",1996,"GA","democrat",6853,6
"669",1996,"GA","democrat",2198,2
"670",1996,"GA","democrat",2066,2
"671",1996,"GA","democrat",26727,2
"672",1996,"GA","democrat",1365,1
"673",1996,"GA","democrat",1494,1
"674",1996,"GA","democrat",1977,1
"675",1996,"GA","democrat",2152,2
"676",1996,"GA","democrat",5396,5
"677",1996,"GA","democrat",3915,3
"678",1996,"GA","democrat",2271,2
"679",1996,"GA","democrat",1217,1
"680",1996,"GA","democrat",3644,3
"681",1996,"GA","democrat",1097,1
"682",1996,"GA","democrat",8438,8
"683",1996,"GA","democrat",5185,5
"684",1996,"GA","democrat",1368,1
"685",1996,"GA","democrat",35781,3
"686",1996,"GA","democrat",565,5
"687",1996,"GA","democrat",3003,3
"688",1996,"GA","democrat",10802,1
"689",1996,"GA","democrat",15206,1
"690",1996,"GA","democrat",787,7
"691",1996,"GA","democrat",30687,3
"692",1996,"GA","democrat",973,9
"693",1996,"GA","democrat",73750,7
"694",1996,"GA","democrat",3407,3
"695",1996,"GA","democrat",4135,4
"696",1996,"GA","democrat",8601,8
"697",1996,"GA","democrat",1780,1
"698",1996,"GA","democrat",7794,7
"699",1996,"GA","democrat",1534,1
"700",1996,"GA","democrat",2504,2
"701",1996,"GA","democrat",1737,1
"702",1996,"GA","democrat",1434,1
"703",1996,"GA","democrat",3245,3
"704",1996,"GA","democrat",137903,1
"705",1996,"GA","democrat",2696,2
"706",1996,"GA","democrat",1951,1
"707",1996,"GA","democrat",15600,1
"708",1996,"GA","democrat",9631,9
"709",1996,"GA","democrat",1648,1
"710",1996,"GA","democrat",308,3
"711",1996,"GA","democrat",3031,3
"712",1996,"GA","democrat",2900,2
"713",1996,"GA","democrat",2947,2
"714",1996,"GA","democrat",1117,1
"715",1996,"GA","democrat",2741,2
"716",1996,"GA","democrat",9875,9
"717",1996,"GA","democrat",10464,1
"718",1996,"GA","democrat",5957,5
"719",1996,"GA","democrat",2338,2
"720",1996,"GA","democrat",143306,1
"721",1996,"GA","democrat",2464,2
"722",1996,"GA","democrat",348,3
"723",1996,"GA","democrat",8058,8
"724",1996,"GA","democrat",4239,4
"725",1996,"GA","democrat",2862,2
"726",1996,"GA","democrat",2115,2
"727",1996,"GA","democrat",53819,5
"728",1996,"GA","democrat",3170,3
"729",1996,"GA","democrat",10362,1
"730",1996,"GA","democrat",2135,2
"731",1996,"GA","democrat",2850,2
"732",1996,"GA","democrat",2779,2
"733",1996,"GA","democrat",3486,3
"734",1996,"GA","democrat",1248,1
"735",1996,"GA","democrat",9498,9
"736",1996,"GA","democrat",12760,1
"737",1996,"GA","democrat",1225,1
"738",1996,"GA","democrat",3746,3
"739",1996,"GA","democrat",1553,1
"740",1996,"GA","democrat",1576,1
"741",1996,"GA","democrat",3404,3
"742",1996,"GA","democrat",1336,1
"743",1996,"GA","democrat",1194,1
"744",1996,"GA","democrat",3195,3
"745",1996,"GA","democrat",2125,2
"746",1996,"GA","democrat",818,8
"747",1996,"GA","democrat",5792,5
"748",1996,"GA","democrat",2005,2
"749",1996,"GA","democrat",4462,4
"750",1996,"GA","democrat",1334,1
"751",1996,"GA","democrat",936,9
"752",1996,"GA","democrat",9470,9
"753",1996,"GA","democrat",1949,1
"754",1996,"GA","democrat",2725,2
"755",1996,"GA","democrat",1927,1
"756",1996,"GA","democrat",2618,2
