"","year","state","party","candidatevotes","leading_digit"
"30913",2016,"MT","democrat",34,3
"30914",2016,"MT","democrat",3121,3
"30915",2016,"MT","democrat",71,7
"30916",2016,"MT","democrat",472,4
"30917",2016,"MT","democrat",2371,2
"30918",2016,"MT","democrat",1998,1
"30919",2016,"MT","democrat",235,2
"30920",2016,"MT","democrat",4776,4
"30921",2016,"MT","democrat",14478,1
"30922",2016,"MT","democrat",206,2
"30923",2016,"MT","democrat",2041,2
"30924",2016,"MT","democrat",154,1
"30925",2016,"MT","democrat",1180,1
"30926",2016,"MT","democrat",193,1
"30927",2016,"MT","democrat",519,5
"30928",2016,"MT","democrat",31543,3
"30929",2016,"MT","democrat",332,3
"30930",2016,"MT","democrat",3595,3
"30931",2016,"MT","democrat",30,3
"30932",2016,"MT","democrat",318,3
"30933",2016,"MT","democrat",738,7
"30934",2016,"MT","democrat",127,1
"30935",2016,"MT","democrat",551,5
"30936",2016,"MT","democrat",100,1
"30937",2016,"MT","democrat",6223,6
"30938",2016,"MT","democrat",671,6
"30939",2016,"MT","democrat",1560,1
"30940",2016,"MT","democrat",987,9
"30941",2016,"MT","democrat",1218,1
"30942",2016,"MT","democrat",477,4
"30943",2016,"MT","democrat",8619,8
"30944",2016,"MT","democrat",908,9
"30945",2016,"MT","democrat",402,4
"30946",2016,"MT","democrat",808,8
"30947",2016,"MT","democrat",402,4
"30948",2016,"MT","democrat",59,5
"30949",2016,"MT","democrat",886,8
"30950",2016,"MT","democrat",179,1
"30951",2016,"MT","democrat",55,5
"30952",2016,"MT","democrat",22171,2
"30953",2016,"MT","republican",3353,3
"30954",2016,"MT","republican",1853,1
"30955",2016,"MT","republican",1268,1
"30956",2016,"MT","republican",2348,2
"30957",2016,"MT","republican",3748,3
"30958",2016,"MT","republican",678,6
"30959",2016,"MT","republican",19632,1
"30960",2016,"MT","republican",1679,1
"30961",2016,"MT","republican",3657,3
"30962",2016,"MT","republican",730,7
"30963",2016,"MT","republican",3320,3
"30964",2016,"MT","republican",1763,1
"30965",2016,"MT","republican",1279,1
"30966",2016,"MT","republican",4269,4
"30967",2016,"MT","republican",30240,3
"30968",2016,"MT","republican",23802,2
"30969",2016,"MT","republican",653,6
"30970",2016,"MT","republican",1620,1
"30971",2016,"MT","republican",365,3
"30972",2016,"MT","republican",1192,1
"30973",2016,"MT","republican",3478,3
"30974",2016,"MT","republican",4177,4
"30975",2016,"MT","republican",872,8
"30976",2016,"MT","republican",7530,7
"30977",2016,"MT","republican",16895,1
"30978",2016,"MT","republican",698,6
"30979",2016,"MT","republican",6729,6
"30980",2016,"MT","republican",862,8
"30981",2016,"MT","republican",3297,3
"30982",2016,"MT","republican",729,7
"30983",2016,"MT","republican",1330,1
"30984",2016,"MT","republican",22250,2
"30985",2016,"MT","republican",1967,1
"30986",2016,"MT","republican",4980,4
"30987",2016,"MT","republican",278,2
"30988",2016,"MT","republican",1723,1
"30989",2016,"MT","republican",1799,1
"30990",2016,"MT","republican",884,8
"30991",2016,"MT","republican",2029,2
"30992",2016,"MT","republican",556,5
"30993",2016,"MT","republican",14810,1
"30994",2016,"MT","republican",3908,3
"30995",2016,"MT","republican",1797,1
"30996",2016,"MT","republican",2253,2
"30997",2016,"MT","republican",4286,4
"30998",2016,"MT","republican",1241,1
"30999",2016,"MT","republican",6376,6
"31000",2016,"MT","republican",3661,3
"31001",2016,"MT","republican",1595,1
"31002",2016,"MT","republican",2170,2
"31003",2016,"MT","republican",1497,1
"31004",2016,"MT","republican",351,3
"31005",2016,"MT","republican",2698,2
"31006",2016,"MT","republican",702,7
"31007",2016,"MT","republican",463,4
"31008",2016,"MT","republican",40920,4
"31009",2016,"NC","democrat",29833,2
"31010",2016,"NC","democrat",3767,3
"31011",2016,"NC","democrat",1306,1
"31012",2016,"NC","democrat",5859,5
"31013",2016,"NC","democrat",3500,3
"31014",2016,"NC","democrat",1689,1
"31015",2016,"NC","democrat",8764,8
"31016",2016,"NC","democrat",5778,5
"31017",2016,"NC","democrat",7058,7
"31018",2016,"NC","democrat",23282,2
"31019",2016,"NC","democrat",75452,7
"31020",2016,"NC","democrat",11251,1
"31021",2016,"NC","democrat",35521,3
"31022",2016,"NC","democrat",8425,8
"31023",2016,"NC","democrat",1274,1
"31024",2016,"NC","democrat",9939,9
"31025",2016,"NC","democrat",4792,4
"31026",2016,"NC","democrat",21216,2
"31027",2016,"NC","democrat",21065,2
"31028",2016,"NC","democrat",2860,2
"31029",2016,"NC","democrat",2992,2
"31030",2016,"NC","democrat",1367,1
"31031",2016,"NC","democrat",14964,1
"31032",2016,"NC","democrat",9063,9
"31033",2016,"NC","democrat",17630,1
"31034",2016,"NC","democrat",71605,7
"31035",2016,"NC","democrat",2913,2
"31036",2016,"NC","democrat",7222,7
"31037",2016,"NC","democrat",18109,1
"31038",2016,"NC","democrat",5270,5
"31039",2016,"NC","democrat",8283,8
"31040",2016,"NC","democrat",121250,1
"31041",2016,"NC","democrat",16224,1
"31042",2016,"NC","democrat",94464,9
"31043",2016,"NC","democrat",12874,1
"31044",2016,"NC","democrat",31177,3
"31045",2016,"NC","democrat",2385,2
"31046",2016,"NC","democrat",768,7
"31047",2016,"NC","democrat",12909,1
"31048",2016,"NC","democrat",3605,3
"31049",2016,"NC","democrat",149248,1
"31050",2016,"NC","democrat",15748,1
"31051",2016,"NC","democrat",16737,1
"31052",2016,"NC","democrat",10473,1
"31053",2016,"NC","democrat",19827,1
"31054",2016,"NC","democrat",6910,6
"31055",2016,"NC","democrat",9726,9
"31056",2016,"NC","democrat",965,9
"31057",2016,"NC","democrat",24734,2
"31058",2016,"NC","democrat",7713,7
"31059",2016,"NC","democrat",28362,2
"31060",2016,"NC","democrat",2065,2
"31061",2016,"NC","democrat",10469,1
"31062",2016,"NC","democrat",12634,1
"31063",2016,"NC","democrat",9897,9
"31064",2016,"NC","democrat",4667,4
"31065",2016,"NC","democrat",4876,4
"31066",2016,"NC","democrat",3926,3
"31067",2016,"NC","democrat",5846,5
"31068",2016,"NC","democrat",294562,2
"31069",2016,"NC","democrat",1596,1
"31070",2016,"NC","democrat",4150,4
"31071",2016,"NC","democrat",16329,1
"31072",2016,"NC","democrat",23235,2
"31073",2016,"NC","democrat",50979,5
"31074",2016,"NC","democrat",6144,6
"31075",2016,"NC","democrat",17514,1
"31076",2016,"NC","democrat",59923,5
"31077",2016,"NC","democrat",2448,2
"31078",2016,"NC","democrat",8615,8
"31079",2016,"NC","democrat",9354,9
"31080",2016,"NC","democrat",2319,2
"31081",2016,"NC","democrat",7833,7
"31082",2016,"NC","democrat",41824,4
"31083",2016,"NC","democrat",3735,3
"31084",2016,"NC","democrat",13194,1
"31085",2016,"NC","democrat",8501,8
"31086",2016,"NC","democrat",19016,1
"31087",2016,"NC","democrat",14228,1
"31088",2016,"NC","democrat",19400,1
"31089",2016,"NC","democrat",7512,7
"31090",2016,"NC","democrat",10547,1
"31091",2016,"NC","democrat",7319,7
"31092",2016,"NC","democrat",7094,7
"31093",2016,"NC","democrat",4665,4
"31094",2016,"NC","democrat",7488,7
"31095",2016,"NC","democrat",2196,2
"31096",2016,"NC","democrat",6558,6
"31097",2016,"NC","democrat",720,7
"31098",2016,"NC","democrat",34337,3
"31099",2016,"NC","democrat",12229,1
"31100",2016,"NC","democrat",302736,3
"31101",2016,"NC","democrat",6413,6
"31102",2016,"NC","democrat",3510,3
"31103",2016,"NC","democrat",14138,1
"31104",2016,"NC","democrat",21770,2
"31105",2016,"NC","democrat",6638,6
"31106",2016,"NC","democrat",19663,1
"31107",2016,"NC","democrat",3160,3
"31108",2016,"NC","democrat",3196,3
"31109",2016,"NC","republican",38815,3
"31110",2016,"NC","republican",13893,1
"31111",2016,"NC","republican",3814,3
"31112",2016,"NC","republican",4506,4
"31113",2016,"NC","republican",9412,9
"31114",2016,"NC","republican",6298,6
"31115",2016,"NC","republican",14543,1
"31116",2016,"NC","republican",3456,3
"31117",2016,"NC","republican",8550,8
"31118",2016,"NC","republican",42720,4
"31119",2016,"NC","republican",55716,5
"31120",2016,"NC","republican",26238,2
"31121",2016,"NC","republican",53819,5
"31122",2016,"NC","republican",26621,2
"31123",2016,"NC","republican",3546,3
"31124",2016,"NC","republican",26569,2
"31125",2016,"NC","republican",6026,6
"31126",2016,"NC","republican",48324,4
"31127",2016,"NC","republican",17105,1
"31128",2016,"NC","republican",10844,1
"31129",2016,"NC","republican",4014,4
"31130",2016,"NC","republican",4437,4
"31131",2016,"NC","republican",28479,2
"31132",2016,"NC","republican",14272,1
"31133",2016,"NC","republican",27731,2
"31134",2016,"NC","republican",51265,5
"31135",2016,"NC","republican",9163,9
"31136",2016,"NC","republican",11460,1
"31137",2016,"NC","republican",54317,5
"31138",2016,"NC","republican",15602,1
"31139",2016,"NC","republican",12217,1
"31140",2016,"NC","republican",28350,2
"31141",2016,"NC","republican",8261,8
"31142",2016,"NC","republican",75975,7
"31143",2016,"NC","republican",16368,1
"31144",2016,"NC","republican",61798,6
"31145",2016,"NC","republican",2874,2
"31146",2016,"NC","republican",3283,3
"31147",2016,"NC","republican",13591,1
"31148",2016,"NC","republican",4374,4
"31149",2016,"NC","republican",98062,9
"31150",2016,"NC","republican",9031,9
"31151",2016,"NC","republican",27614,2
"31152",2016,"NC","republican",18929,1
"31153",2016,"NC","republican",35809,3
"31154",2016,"NC","republican",3099,3
"31155",2016,"NC","republican",7760,7
"31156",2016,"NC","republican",1288,1
"31157",2016,"NC","republican",54754,5
"31158",2016,"NC","republican",9870,9
"31159",2016,"NC","republican",54372,5
"31160",2016,"NC","republican",2974,2
"31161",2016,"NC","republican",13712,1
"31162",2016,"NC","republican",13613,1
"31163",2016,"NC","republican",28806,2
"31164",2016,"NC","republican",14568,1
"31165",2016,"NC","republican",12127,1
"31166",2016,"NC","republican",6783,6
"31167",2016,"NC","republican",5897,5
"31168",2016,"NC","republican",155518,1
"31169",2016,"NC","republican",6282,6
"31170",2016,"NC","republican",7130,7
"31171",2016,"NC","republican",30490,3
"31172",2016,"NC","republican",23319,2
"31173",2016,"NC","republican",55344,5
"31174",2016,"NC","republican",3582,3
"31175",2016,"NC","republican",37122,3
"31176",2016,"NC","republican",18557,1
"31177",2016,"NC","republican",4258,4
"31178",2016,"NC","republican",8180,8
"31179",2016,"NC","republican",17639,1
"31180",2016,"NC","republican",4177,4
"31181",2016,"NC","republican",11185,1
"31182",2016,"NC","republican",35691,3
"31183",2016,"NC","republican",6768,6
"31184",2016,"NC","republican",49430,4
"31185",2016,"NC","republican",10383,1
"31186",2016,"NC","republican",20762,2
"31187",2016,"NC","republican",26830,2
"31188",2016,"NC","republican",42810,4
"31189",2016,"NC","republican",21871,2
"31190",2016,"NC","republican",14838,1
"31191",2016,"NC","republican",6256,6
"31192",2016,"NC","republican",21964,2
"31193",2016,"NC","republican",17116,1
"31194",2016,"NC","republican",23671,2
"31195",2016,"NC","republican",3565,3
"31196",2016,"NC","republican",10520,1
"31197",2016,"NC","republican",975,9
"31198",2016,"NC","republican",66707,6
"31199",2016,"NC","republican",7332,7
"31200",2016,"NC","republican",196082,1
"31201",2016,"NC","republican",3214,3
"31202",2016,"NC","republican",2564,2
"31203",2016,"NC","republican",13697,1
"31204",2016,"NC","republican",27540,2
"31205",2016,"NC","republican",23752,2
"31206",2016,"NC","republican",17531,1
"31207",2016,"NC","republican",13880,1
"31208",2016,"NC","republican",6385,6
"31209",2016,"ND","democrat",216,2
"31210",2016,"ND","democrat",1597,1
"31211",2016,"ND","democrat",842,8
"31212",2016,"ND","democrat",59,5
"31213",2016,"ND","democrat",736,7
"31214",2016,"ND","democrat",227,2
"31215",2016,"ND","democrat",119,1
"31216",2016,"ND","democrat",10881,1
"31217",2016,"ND","democrat",31361,3
"31218",2016,"ND","democrat",476,4
"31219",2016,"ND","democrat",554,5
"31220",2016,"ND","democrat",245,2
"31221",2016,"ND","democrat",358,3
"31222",2016,"ND","democrat",355,3
"31223",2016,"ND","democrat",215,2
"31224",2016,"ND","democrat",347,3
"31225",2016,"ND","democrat",99,9
"31226",2016,"ND","democrat",10851,1
"31227",2016,"ND","democrat",185,1
"31228",2016,"ND","democrat",298,2
"31229",2016,"ND","democrat",168,1
"31230",2016,"ND","democrat",179,1
"31231",2016,"ND","democrat",502,5
"31232",2016,"ND","democrat",114,1
"31233",2016,"ND","democrat",490,4
"31234",2016,"ND","democrat",235,2
"31235",2016,"ND","democrat",698,6
"31236",2016,"ND","democrat",1081,1
"31237",2016,"ND","democrat",621,6
"31238",2016,"ND","democrat",3080,3
"31239",2016,"ND","democrat",1220,1
"31240",2016,"ND","democrat",536,5
"31241",2016,"ND","democrat",119,1
"31242",2016,"ND","democrat",681,6
"31243",2016,"ND","democrat",431,4
"31244",2016,"ND","democrat",1505,1
"31245",2016,"ND","democrat",838,8
"31246",2016,"ND","democrat",201,2
"31247",2016,"ND","democrat",2064,2
"31248",2016,"ND","democrat",2099,2
"31249",2016,"ND","democrat",694,6
"31250",2016,"ND","democrat",95,9
"31251",2016,"ND","democrat",758,7
"31252",2016,"ND","democrat",43,4
"31253",2016,"ND","democrat",1753,1
"31254",2016,"ND","democrat",361,3
"31255",2016,"ND","democrat",2498,2
"31256",2016,"ND","democrat",305,3
"31257",2016,"ND","democrat",1241,1
"31258",2016,"ND","democrat",1167,1
"31259",2016,"ND","democrat",5806,5
"31260",2016,"ND","democrat",419,4
"31261",2016,"ND","democrat",1735,1
"31262",2016,"ND","republican",909,9
"31263",2016,"ND","republican",3160,3
"31264",2016,"ND","republican",929,9
"31265",2016,"ND","republican",495,4
"31266",2016,"ND","republican",2494,2
"31267",2016,"ND","republican",1446,1
"31268",2016,"ND","republican",895,8
"31269",2016,"ND","republican",32532,3
"31270",2016,"ND","republican",39816,3
"31271",2016,"ND","republican",1357,1
"31272",2016,"ND","republican",1667,1
"31273",2016,"ND","republican",867,8
"31274",2016,"ND","republican",1771,1
"31275",2016,"ND","republican",791,7
"31276",2016,"ND","republican",1677,1
"31277",2016,"ND","republican",1241,1
"31278",2016,"ND","republican",796,7
"31279",2016,"ND","republican",16340,1
"31280",2016,"ND","republican",1108,1
"31281",2016,"ND","republican",847,8
"31282",2016,"ND","republican",1050,1
"31283",2016,"ND","republican",1111,1
"31284",2016,"ND","republican",1481,1
"31285",2016,"ND","republican",888,8
"31286",2016,"ND","republican",2050,2
"31287",2016,"ND","republican",1100,1
"31288",2016,"ND","republican",3670,3
"31289",2016,"ND","republican",3860,3
"31290",2016,"ND","republican",3759,3
"31291",2016,"ND","republican",11336,1
"31292",2016,"ND","republican",2582,2
"31293",2016,"ND","republican",1025,1
"31294",2016,"ND","republican",830,8
"31295",2016,"ND","republican",2208,2
"31296",2016,"ND","republican",1437,1
"31297",2016,"ND","republican",3217,3
"31298",2016,"ND","republican",1210,1
"31299",2016,"ND","republican",993,9
"31300",2016,"ND","republican",4767,4
"31301",2016,"ND","republican",1217,1
"31302",2016,"ND","republican",1088,1
"31303",2016,"ND","republican",650,6
"31304",2016,"ND","republican",260,2
"31305",2016,"ND","republican",362,3
"31306",2016,"ND","republican",9755,9
"31307",2016,"ND","republican",538,5
"31308",2016,"ND","republican",6718,6
"31309",2016,"ND","republican",733,7
"31310",2016,"ND","republican",2265,2
"31311",2016,"ND","republican",2995,2
"31312",2016,"ND","republican",18636,1
"31313",2016,"ND","republican",1796,1
"31314",2016,"ND","republican",10069,1
"31315",2016,"NE","democrat",3302,3
"31316",2016,"NE","democrat",383,3
"31317",2016,"NE","democrat",17,1
"31318",2016,"NE","democrat",19,1
"31319",2016,"NE","democrat",30,3
"31320",2016,"NE","democrat",414,4
"31321",2016,"NE","democrat",965,9
"31322",2016,"NE","democrat",128,1
"31323",2016,"NE","democrat",153,1
"31324",2016,"NE","democrat",4763,4
"31325",2016,"NE","democrat",930,9
"31326",2016,"NE","democrat",691,6
"31327",2016,"NE","democrat",3484,3
"31328",2016,"NE","democrat",571,5
"31329",2016,"NE","democrat",171,1
"31330",2016,"NE","democrat",317,3
"31331",2016,"NE","democrat",711,7
"31332",2016,"NE","democrat",477,4
"31333",2016,"NE","democrat",859,8
"31334",2016,"NE","democrat",719,7
"31335",2016,"NE","democrat",641,6
"31336",2016,"NE","democrat",2314,2
"31337",2016,"NE","democrat",801,8
"31338",2016,"NE","democrat",2136,2
"31339",2016,"NE","democrat",120,1
"31340",2016,"NE","democrat",556,5
"31341",2016,"NE","democrat",4544,4
"31342",2016,"NE","democrat",113798,1
"31343",2016,"NE","democrat",89,8
"31344",2016,"NE","democrat",613,6
"31345",2016,"NE","democrat",250,2
"31346",2016,"NE","democrat",161,1
"31347",2016,"NE","democrat",304,3
"31348",2016,"NE","democrat",2935,2
"31349",2016,"NE","democrat",153,1
"31350",2016,"NE","democrat",121,1
"31351",2016,"NE","democrat",166,1
"31352",2016,"NE","democrat",20,2
"31353",2016,"NE","democrat",210,2
"31354",2016,"NE","democrat",6282,6
"31355",2016,"NE","democrat",878,8
"31356",2016,"NE","democrat",254,2
"31357",2016,"NE","democrat",30,3
"31358",2016,"NE","democrat",161,1
"31359",2016,"NE","democrat",531,5
"31360",2016,"NE","democrat",40,4
"31361",2016,"NE","democrat",544,5
"31362",2016,"NE","democrat",837,8
"31363",2016,"NE","democrat",563,5
"31364",2016,"NE","democrat",550,5
"31365",2016,"NE","democrat",571,5
"31366",2016,"NE","democrat",40,4
"31367",2016,"NE","democrat",230,2
"31368",2016,"NE","democrat",720,7
"31369",2016,"NE","democrat",61898,6
"31370",2016,"NE","democrat",2913,2
"31371",2016,"NE","democrat",32,3
"31372",2016,"NE","democrat",48,4
"31373",2016,"NE","democrat",14,1
"31374",2016,"NE","democrat",2711,2
"31375",2016,"NE","democrat",602,6
"31376",2016,"NE","democrat",284,2
"31377",2016,"NE","democrat",281,2
"31378",2016,"NE","democrat",785,7
"31379",2016,"NE","democrat",353,3
"31380",2016,"NE","democrat",2025,2
"31381",2016,"NE","democrat",279,2
"31382",2016,"NE","democrat",161,1
"31383",2016,"NE","democrat",572,5
"31384",2016,"NE","democrat",382,3
"31385",2016,"NE","democrat",2646,2
"31386",2016,"NE","democrat",413,4
"31387",2016,"NE","democrat",645,6
"31388",2016,"NE","democrat",818,8
"31389",2016,"NE","democrat",70,7
"31390",2016,"NE","democrat",1733,1
"31391",2016,"NE","democrat",28033,2
"31392",2016,"NE","democrat",2523,2
"31393",2016,"NE","democrat",3207,3
"31394",2016,"NE","democrat",1875,1
"31395",2016,"NE","democrat",287,2
"31396",2016,"NE","democrat",340,3
"31397",2016,"NE","democrat",81,8
"31398",2016,"NE","democrat",417,4
"31399",2016,"NE","democrat",499,4
"31400",2016,"NE","democrat",30,3
"31401",2016,"NE","democrat",919,9
"31402",2016,"NE","democrat",339,3
"31403",2016,"NE","democrat",2623,2
"31404",2016,"NE","democrat",835,8
"31405",2016,"NE","democrat",306,3
"31406",2016,"NE","democrat",62,6
"31407",2016,"NE","democrat",1186,1
"31408",2016,"NE","republican",9287,9
"31409",2016,"NE","republican",2732,2
"31410",2016,"NE","republican",244,2
"31411",2016,"NE","republican",357,3
"31412",2016,"NE","republican",276,2
"31413",2016,"NE","republican",2299,2
"31414",2016,"NE","republican",3617,3
"31415",2016,"NE","republican",983,9
"31416",2016,"NE","republican",1385,1
"31417",2016,"NE","republican",14569,1
"31418",2016,"NE","republican",2367,2
"31419",2016,"NE","republican",3079,3
"31420",2016,"NE","republican",8452,8
"31421",2016,"NE","republican",3532,3
"31422",2016,"NE","republican",1648,1
"31423",2016,"NE","republican",2623,2
"31424",2016,"NE","republican",3665,3
"31425",2016,"NE","republican",2422,2
"31426",2016,"NE","republican",2171,2
"31427",2016,"NE","republican",3122,3
"31428",2016,"NE","republican",4695,4
"31429",2016,"NE","republican",3616,3
"31430",2016,"NE","republican",2632,2
"31431",2016,"NE","republican",5984,5
"31432",2016,"NE","republican",809,8
"31433",2016,"NE","republican",2041,2
"31434",2016,"NE","republican",9933,9
"31435",2016,"NE","republican",108077,1
"31436",2016,"NE","republican",823,8
"31437",2016,"NE","republican",2130,2
"31438",2016,"NE","republican",1347,1
"31439",2016,"NE","republican",1110,1
"31440",2016,"NE","republican",1921,1
"31441",2016,"NE","republican",6380,6
"31442",2016,"NE","republican",869,8
"31443",2016,"NE","republican",821,8
"31444",2016,"NE","republican",794,7
"31445",2016,"NE","republican",367,3
"31446",2016,"NE","republican",912,9
"31447",2016,"NE","republican",14408,1
"31448",2016,"NE","republican",3783,3
"31449",2016,"NE","republican",1496,1
"31450",2016,"NE","republican",472,4
"31451",2016,"NE","republican",1232,1
"31452",2016,"NE","republican",4354,4
"31453",2016,"NE","republican",355,3
"31454",2016,"NE","republican",2284,2
"31455",2016,"NE","republican",2399,2
"31456",2016,"NE","republican",1355,1
"31457",2016,"NE","republican",2531,2
"31458",2016,"NE","republican",3235,3
"31459",2016,"NE","republican",460,4
"31460",2016,"NE","republican",1330,1
"31461",2016,"NE","republican",3188,3
"31462",2016,"NE","republican",61588,6
"31463",2016,"NE","republican",12164,1
"31464",2016,"NE","republican",400,4
"31465",2016,"NE","republican",323,3
"31466",2016,"NE","republican",257,2
"31467",2016,"NE","republican",10628,1
"31468",2016,"NE","republican",2926,2
"31469",2016,"NE","republican",1802,1
"31470",2016,"NE","republican",1261,1
"31471",2016,"NE","republican",2116,2
"31472",2016,"NE","republican",1726,1
"31473",2016,"NE","republican",4860,4
"31474",2016,"NE","republican",974,9
"31475",2016,"NE","republican",1217,1
"31476",2016,"NE","republican",3849,3
"31477",2016,"NE","republican",3052,3
"31478",2016,"NE","republican",10965,1
"31479",2016,"NE","republican",2028,2
"31480",2016,"NE","republican",4258,4
"31481",2016,"NE","republican",2769,2
"31482",2016,"NE","republican",687,6
"31483",2016,"NE","republican",3004,3
"31484",2016,"NE","republican",45143,4
"31485",2016,"NE","republican",7555,7
"31486",2016,"NE","republican",10076,1
"31487",2016,"NE","republican",5454,5
"31488",2016,"NE","republican",2211,2
"31489",2016,"NE","republican",1150,1
"31490",2016,"NE","republican",616,6
"31491",2016,"NE","republican",2187,2
"31492",2016,"NE","republican",2051,2
"31493",2016,"NE","republican",344,3
"31494",2016,"NE","republican",1043,1
"31495",2016,"NE","republican",1780,1
"31496",2016,"NE","republican",7424,7
"31497",2016,"NE","republican",2693,2
"31498",2016,"NE","republican",1330,1
"31499",2016,"NE","republican",377,3
"31500",2016,"NE","republican",4700,4
"31501",2016,"NY","democrat",83077,8
"31502",2016,"NY","democrat",4882,4
"31503",2016,"NY","democrat",353646,3
"31504",2016,"NY","democrat",39212,3
"31505",2016,"NY","democrat",9497,9
"31506",2016,"NY","democrat",13522,1
"31507",2016,"NY","democrat",19091,1
"31508",2016,"NY","democrat",13757,1
"31509",2016,"NY","democrat",6775,6
"31510",2016,"NY","democrat",15059,1
"31511",2016,"NY","democrat",15284,1
"31512",2016,"NY","democrat",8771,8
"31513",2016,"NY","democrat",6627,6
"31514",2016,"NY","democrat",62261,6
"31515",2016,"NY","democrat",215456,2
"31516",2016,"NY","democrat",7762,7
"31517",2016,"NY","democrat",7297,7
"31518",2016,"NY","democrat",6496,6
"31519",2016,"NY","democrat",7650,7
"31520",2016,"NY","democrat",7405,7
"31521",2016,"NY","democrat",949,9
"31522",2016,"NY","democrat",8083,8
"31523",2016,"NY","democrat",13809,1
"31524",2016,"NY","democrat",640553,6
"31525",2016,"NY","democrat",3146,3
"31526",2016,"NY","democrat",10697,1
"31527",2016,"NY","democrat",11667,1
"31528",2016,"NY","democrat",188592,1
"31529",2016,"NY","democrat",6595,6
"31530",2016,"NY","democrat",326088,3
"31531",2016,"NY","democrat",579013,5
"31532",2016,"NY","democrat",35559,3
"31533",2016,"NY","democrat",33743,3
"31534",2016,"NY","democrat",112337,1
"31535",2016,"NY","democrat",22233,2
"31536",2016,"NY","democrat",68278,6
"31537",2016,"NY","democrat",4470,4
"31538",2016,"NY","democrat",17095,1
"31539",2016,"NY","democrat",10451,1
"31540",2016,"NY","democrat",19366,1
"31541",2016,"NY","democrat",517220,5
"31542",2016,"NY","democrat",32717,3
"31543",2016,"NY","democrat",74143,7
"31544",2016,"NY","democrat",69342,6
"31545",2016,"NY","democrat",16488,1
"31546",2016,"NY","democrat",50913,5
"31547",2016,"NY","democrat",33747,3
"31548",2016,"NY","democrat",4240,4
"31549",2016,"NY","democrat",3091,3
"31550",2016,"NY","democrat",5697,5
"31551",2016,"NY","democrat",12526,1
"31552",2016,"NY","democrat",303951,3
"31553",2016,"NY","democrat",12568,1
"31554",2016,"NY","democrat",7526,7
"31555",2016,"NY","democrat",28890,2
"31556",2016,"NY","democrat",42101,4
"31557",2016,"NY","democrat",13091,1
"31558",2016,"NY","democrat",9098,9
"31559",2016,"NY","democrat",13473,1
"31560",2016,"NY","democrat",272926,2
"31561",2016,"NY","democrat",3904,3
"31562",2016,"NY","democrat",3659,3
"31563",2016,"NY","republican",47810,4
"31564",2016,"NY","republican",12525,1
"31565",2016,"NY","republican",37797,3
"31566",2016,"NY","republican",40943,4
"31567",2016,"NY","republican",19692,1
"31568",2016,"NY","republican",17384,1
"31569",2016,"NY","republican",31594,3
"31570",2016,"NY","republican",20097,2
"31571",2016,"NY","republican",11921,1
"31572",2016,"NY","republican",14449,1
"31573",2016,"NY","republican",13756,1
"31574",2016,"NY","republican",9900,9
"31575",2016,"NY","republican",11942,1
"31576",2016,"NY","republican",61797,6
"31577",2016,"NY","republican",188303,1
"31578",2016,"NY","republican",7958,7
"31579",2016,"NY","republican",8221,8
"31580",2016,"NY","republican",13462,1
"31581",2016,"NY","republican",16915,1
"31582",2016,"NY","republican",13073,1
"31583",2016,"NY","republican",2064,2
"31584",2016,"NY","republican",16699,1
"31585",2016,"NY","republican",21763,2
"31586",2016,"NY","republican",141044,1
"31587",2016,"NY","republican",7400,7
"31588",2016,"NY","republican",17290,1
"31589",2016,"NY","republican",15936,1
"31590",2016,"NY","republican",136582,1
"31591",2016,"NY","republican",11301,1
"31592",2016,"NY","republican",288313,2
"31593",2016,"NY","republican",64929,6
"31594",2016,"NY","republican",51961,5
"31595",2016,"NY","republican",51437,5
"31596",2016,"NY","republican",83649,8
"31597",2016,"NY","republican",26029,2
"31598",2016,"NY","republican",76645,7
"31599",2016,"NY","republican",10936,1
"31600",2016,"NY","republican",27688,2
"31601",2016,"NY","republican",13308,1
"31602",2016,"NY","republican",27024,2
"31603",2016,"NY","republican",149341,1
"31604",2016,"NY","republican",33726,3
"31605",2016,"NY","republican",101437,1
"31606",2016,"NY","republican",60911,6
"31607",2016,"NY","republican",19942,1
"31608",2016,"NY","republican",54575,5
"31609",2016,"NY","republican",28953,2
"31610",2016,"NY","republican",8831,8
"31611",2016,"NY","republican",5050,5
"31612",2016,"NY","republican",7236,7
"31613",2016,"NY","republican",26831,2
"31614",2016,"NY","republican",350570,3
"31615",2016,"NY","republican",15931,1
"31616",2016,"NY","republican",13260,1
"31617",2016,"NY","republican",10371,1
"31618",2016,"NY","republican",34006,3
"31619",2016,"NY","republican",15751,1
"31620",2016,"NY","republican",13610,1
"31621",2016,"NY","republican",23380,2
"31622",2016,"NY","republican",131238,1
"31623",2016,"NY","republican",12442,1
"31624",2016,"NY","republican",5660,5
"31625",2016,"OH","democrat",2326,2
"31626",2016,"OH","democrat",13294,1
"31627",2016,"OH","democrat",5740,5
"31628",2016,"OH","democrat",15577,1
"31629",2016,"OH","democrat",16370,1
"31630",2016,"OH","democrat",3980,3
"31631",2016,"OH","democrat",8785,8
"31632",2016,"OH","democrat",4353,4
"31633",2016,"OH","democrat",58642,5
"31634",2016,"OH","democrat",3154,3
"31635",2016,"OH","democrat",4594,4
"31636",2016,"OH","democrat",23328,2
"31637",2016,"OH","democrat",26715,2
"31638",2016,"OH","democrat",4066,4
